mz_pasillo,mz_columna,mz_nivel,mz_subnivel,rcl_codigo,rcl_nivel,rcl_subnivel,estado_rcl
MZ07,11,5,1,RCL118-C003,5,1,asignado
MZ07,12,1,1,RCL131-C004,1,1,asignado
MZ07,12,2,1,RCL131-C004,2,1,asignado
MZ07,12,3,1,RCL131-C004,3,1,asignado
MZ07,12,4,1,RCL131-C004,4,1,asignado
MZ07,12,5,1,RCL131-C004,5,1,asignado
MZ07,13,1,1,RCL131-C003,1,1,asignado
MZ07,13,2,1,RCL131-C003,2,1,asignado
MZ07,13,3,1,RCL131-C003,3,1,asignado
MZ07,13,4,1,RCL131-C003,4,1,asignado
MZ07,13,5,1,RCL131-C003,5,1,asignado
MZ07,14,1,1,RCL131-C002,1,1,asignado
MZ07,14,2,1,RCL131-C002,2,1,asignado
MZ07,14,3,1,RCL131-C002,3,1,asignado
MZ07,14,4,1,RCL131-C002,4,1,asignado
MZ07,14,5,1,RCL131-C002,5,1,asignado
MZ07,15,1,1,RCL140-C002,1,1,asignado
MZ07,15,2,1,RCL140-C002,2,1,asignado
MZ07,15,3,1,RCL140-C002,3,1,asignado
MZ07,15,4,1,RCL140-C002,4,1,asignado
MZ07,15,5,1,RCL140-C002,5,1,asignado
MZ07,16,1,1,RCL140-C001,1,1,asignado
MZ07,16,2,1,RCL140-C001,2,1,asignado
MZ07,16,3,1,RCL140-C001,3,1,asignado
MZ07,16,4,1,RCL140-C001,4,1,asignado
MZ07,16,5,1,RCL140-C001,5,1,asignado
MZ07,17,1,1,RCL147-C003,1,1,asignado
MZ07,17,2,1,RCL147-C003,2,1,asignado
MZ07,17,3,1,RCL147-C003,3,1,asignado
MZ07,17,4,1,RCL147-C003,4,1,asignado
MZ07,17,5,1,RCL147-C003,5,1,asignado
MZ07,18,1,1,RCL140-C003,1,1,asignado
MZ07,18,2,1,RCL140-C003,2,1,asignado
MZ07,18,3,1,RCL140-C003,3,1,asignado
MZ07,18,4,1,RCL140-C003,4,1,asignado
MZ07,18,5,1,RCL140-C003,5,1,asignado
MZ07,19,1,1,null,null,null,sin_rcl
MZ07,19,2,1,null,null,null,sin_rcl
MZ07,19,3,1,null,null,null,sin_rcl
MZ07,19,4,1,null,null,null,sin_rcl
MZ07,19,5,1,null,null,null,sin_rcl
MZ07,20,1,1,RCL153-C004,1,1,asignado
MZ07,20,2,1,RCL153-C004,2,1,asignado
MZ07,20,3,1,RCL153-C004,3,1,asignado
MZ07,20,4,1,RCL153-C004,4,1,asignado
MZ07,20,5,1,RCL153-C004,5,1,asignado
MZ07,21,1,1,RCL153-C003,1,1,asignado
MZ07,21,2,1,RCL153-C003,2,1,asignado
MZ07,21,3,1,RCL153-C003,3,1,asignado
MZ07,21,4,1,RCL153-C003,4,1,asignado
MZ07,21,5,1,RCL153-C003,5,1,asignado
MZ07,22,1,1,RCL161-C003,1,1,asignado
MZ07,22,2,1,RCL161-C003,2,1,asignado
MZ07,22,3,1,RCL161-C003,3,1,asignado
MZ07,22,4,1,RCL161-C003,4,1,asignado
MZ07,22,5,1,RCL161-C003,5,1,asignado
MZ07,23,1,1,RCL174-C003,1,1,asignado
MZ07,23,2,1,RCL174-C003,2,1,asignado
MZ07,23,3,1,RCL174-C003,3,1,asignado
MZ07,23,4,1,RCL174-C003,4,1,asignado
MZ07,23,5,1,RCL174-C003,5,1,asignado
MZ07,24,1,1,RCL174-C002,1,1,asignado
MZ07,24,2,1,RCL174-C002,2,1,asignado
MZ07,24,3,1,RCL174-C002,3,1,asignado
MZ07,24,4,1,RCL174-C002,4,1,asignado
MZ07,24,5,1,RCL174-C002,5,1,asignado
MZ07,25,1,1,RCL174-C001,1,1,asignado
MZ07,25,2,1,RCL174-C001,2,1,asignado
MZ07,25,3,1,RCL174-C001,3,1,asignado
MZ07,25,4,1,RCL174-C001,4,1,asignado
MZ07,25,5,1,RCL174-C001,5,1,asignado
MZ07,26,1,1,null,null,null,sin_rcl
MZ07,26,2,1,null,null,null,sin_rcl
MZ07,26,3,1,null,null,null,sin_rcl
MZ07,26,4,1,null,null,null,sin_rcl
MZ07,26,5,1,null,null,null,sin_rcl
MZ07,27,1,1,null,null,null,sin_rcl
MZ07,27,2,1,null,null,null,sin_rcl
MZ07,27,3,1,null,null,null,sin_rcl
MZ07,27,4,1,null,null,null,sin_rcl
MZ07,27,5,1,null,null,null,sin_rcl
MZ07,28,1,1,RCL175-C004,1,1,asignado
MZ07,28,2,1,RCL175-C004,2,1,asignado
MZ07,28,3,1,RCL175-C004,3,1,asignado
MZ07,28,4,1,RCL175-C004,4,1,asignado
MZ07,28,5,1,RCL175-C004,5,1,asignado
MZ07,29,1,1,RCL180-C004,1,1,asignado
MZ07,29,2,1,RCL180-C004,2,1,asignado
MZ07,29,3,1,RCL180-C004,3,1,asignado
MZ07,29,4,1,RCL180-C004,4,1,asignado
MZ07,29,5,1,RCL180-C004,5,1,asignado
MZ07,30,1,1,RCL183-C004,1,1,asignado
MZ07,30,2,1,RCL183-C004,2,1,asignado
MZ07,30,3,1,RCL183-C004,3,1,asignado
MZ07,30,4,1,RCL183-C004,4,1,asignado
MZ07,30,5,1,RCL183-C004,5,1,asignado
MZ07,31,1,1,RCL194-C004,1,1,asignado
MZ07,31,2,1,RCL194-C004,2,1,asignado
MZ07,31,3,1,RCL194-C004,3,1,asignado
MZ07,31,4,1,RCL194-C004,4,1,asignado
MZ07,31,5,1,RCL194-C004,5,1,asignado
MZ07,32,1,1,RCL194-C003,1,1,asignado
MZ07,32,2,1,RCL194-C003,2,1,asignado
MZ07,32,3,1,RCL194-C003,3,1,asignado
MZ07,32,4,1,RCL194-C003,4,1,asignado
MZ07,32,5,1,RCL194-C003,5,1,asignado
MZ07,33,1,1,RCL201-C003,1,1,asignado
MZ07,33,2,1,RCL201-C003,2,1,asignado
MZ07,33,3,1,RCL201-C003,3,1,asignado
MZ07,33,4,1,RCL201-C003,4,1,asignado
MZ07,33,5,1,RCL201-C003,5,1,asignado
MZ07,34,1,1,RCL201-C004,1,1,asignado
MZ07,34,2,1,RCL201-C004,2,1,asignado
MZ07,34,3,1,RCL201-C004,3,1,asignado
MZ07,34,4,1,RCL201-C004,4,1,asignado
MZ07,34,5,1,RCL201-C004,5,1,asignado
MZ07,35,1,1,RCL190-C001,1,1,asignado
MZ07,35,2,1,RCL190-C001,2,1,asignado
MZ07,35,3,1,RCL190-C001,3,1,asignado
MZ07,35,4,1,RCL190-C001,4,1,asignado
MZ07,35,5,1,RCL190-C001,5,1,asignado
MZ07,36,1,1,null,null,null,sin_rcl
MZ07,36,2,1,null,null,null,sin_rcl
MZ07,36,3,1,null,null,null,sin_rcl
MZ07,36,4,1,null,null,null,sin_rcl
MZ07,36,5,1,null,null,null,sin_rcl
MZ08,1,1,1,RCL86-C004,1,1,asignado
MZ08,1,2,1,RCL86-C004,2,1,asignado
MZ08,1,3,1,RCL86-C004,3,1,asignado
MZ08,1,4,1,RCL86-C004,4,1,asignado
MZ08,1,5,1,RCL86-C004,5,1,asignado
MZ08,2,1,1,RCL86-C003,1,1,asignado
MZ08,2,2,1,RCL86-C003,2,1,asignado
MZ08,2,3,1,RCL86-C003,3,1,asignado
MZ08,2,4,1,RCL86-C003,4,1,asignado
MZ08,2,5,1,RCL86-C003,5,1,asignado
MZ08,3,1,1,RCL86-C002,1,1,asignado
MZ08,3,2,1,RCL86-C002,2,1,asignado
MZ08,3,3,1,RCL86-C002,3,1,asignado
MZ08,3,4,1,RCL86-C002,4,1,asignado
MZ08,3,5,1,RCL86-C002,5,1,asignado
MZ08,4,1,1,RCL86-C001,1,1,asignado
MZ08,4,2,1,RCL86-C001,2,1,asignado
MZ08,4,3,1,RCL86-C001,3,1,asignado
MZ08,4,4,1,RCL86-C001,4,1,asignado
MZ08,4,5,1,RCL86-C001,5,1,asignado
MZ08,5,1,1,null,null,null,sin_rcl
MZ08,5,2,1,null,null,null,sin_rcl
MZ08,5,3,1,null,null,null,sin_rcl
MZ08,5,4,1,null,null,null,sin_rcl
MZ08,5,5,1,null,null,null,sin_rcl
MZ08,6,1,1,null,null,null,sin_rcl
MZ08,6,2,1,null,null,null,sin_rcl
MZ08,6,3,1,null,null,null,sin_rcl
MZ08,6,4,1,null,null,null,sin_rcl
MZ08,6,5,1,null,null,null,sin_rcl
MZ08,7,1,1,RCL116-C003,1,1,asignado
MZ08,7,2,1,RCL116-C003,2,1,asignado
MZ08,7,3,1,RCL116-C003,3,1,asignado
MZ08,7,4,1,RCL116-C003,4,1,asignado
MZ08,7,5,1,RCL116-C003,5,1,asignado
MZ08,8,1,1,RCL152-C002,1,1,asignado
MZ08,8,2,1,RCL152-C002,2,1,asignado
MZ08,8,3,1,RCL152-C002,3,1,asignado
MZ08,8,4,1,RCL152-C002,4,1,asignado
MZ08,8,5,1,RCL152-C002,5,1,asignado
MZ08,9,1,1,RCL116-C001,1,1,asignado
MZ08,9,2,1,RCL116-C001,2,1,asignado
MZ08,9,3,1,RCL116-C001,3,1,asignado
MZ08,9,4,1,RCL116-C001,4,1,asignado
MZ08,9,5,1,RCL116-C001,5,1,asignado
MZ08,10,1,1,RCL117-C004,1,1,asignado
MZ08,10,2,1,RCL117-C004,2,1,asignado
MZ08,10,3,1,RCL117-C004,3,1,asignado
MZ08,10,4,1,RCL117-C004,4,1,asignado
MZ08,10,5,1,RCL117-C004,5,1,asignado
MZ08,11,1,1,RCL117-C003,1,1,asignado
MZ08,11,2,1,RCL117-C003,2,1,asignado
MZ08,11,3,1,RCL117-C003,3,1,asignado
MZ08,11,4,1,RCL117-C003,4,1,asignado
MZ08,11,5,1,RCL117-C003,5,1,asignado
MZ08,12,1,1,RCL126-C003,1,1,asignado
MZ08,12,2,1,RCL126-C003,2,1,asignado
MZ08,12,3,1,RCL126-C003,3,1,asignado
MZ08,12,4,1,RCL126-C003,4,1,asignado
MZ08,12,5,1,RCL126-C003,5,1,asignado
MZ08,13,1,1,RCL126-C002,1,1,asignado
MZ08,13,2,1,RCL126-C002,2,1,asignado
MZ08,13,3,1,RCL126-C002,3,1,asignado
MZ08,13,4,1,RCL126-C002,4,1,asignado
MZ08,13,5,1,RCL126-C002,5,1,asignado
MZ08,14,1,1,null,null,null,sin_rcl
MZ08,14,2,1,null,null,null,sin_rcl
MZ08,14,3,1,null,null,null,sin_rcl
MZ08,14,4,1,null,null,null,sin_rcl
MZ08,14,5,1,null,null,null,sin_rcl
MZ08,15,1,1,RCL146-C004,1,1,asignado
MZ08,15,2,1,RCL146-C004,2,1,asignado
MZ08,15,3,1,RCL146-C004,3,1,asignado
MZ08,15,4,1,RCL146-C004,4,1,asignado
MZ08,15,5,1,RCL146-C004,5,1,asignado
MZ08,16,1,1,RCL139-C001,1,1,asignado
MZ08,16,2,1,RCL139-C001,2,1,asignado
MZ08,16,3,1,RCL139-C001,3,1,asignado
MZ08,16,4,1,RCL139-C001,4,1,asignado
MZ08,16,5,1,RCL139-C001,5,1,asignado
MZ08,17,1,1,RCL147-C004,1,1,asignado
MZ08,17,2,1,RCL147-C004,2,1,asignado
MZ08,17,3,1,RCL147-C004,3,1,asignado
MZ08,17,4,1,RCL147-C004,4,1,asignado
MZ08,17,5,1,RCL147-C004,5,1,asignado
MZ08,18,1,1,null,null,null,sin_rcl
MZ08,18,2,1,null,null,null,sin_rcl
MZ08,18,3,1,null,null,null,sin_rcl
MZ08,18,4,1,null,null,null,sin_rcl
MZ08,18,5,1,null,null,null,sin_rcl
MZ08,19,1,1,null,null,null,sin_rcl
MZ08,19,2,1,null,null,null,sin_rcl
MZ08,19,3,1,null,null,null,sin_rcl
MZ08,19,4,1,null,null,null,sin_rcl
MZ08,19,5,1,null,null,null,sin_rcl
MZ08,20,1,1,RCL169-C001,1,1,asignado
MZ08,20,2,1,RCL169-C001,2,1,asignado
MZ08,20,3,1,RCL169-C001,3,1,asignado
MZ08,20,4,1,RCL169-C001,4,1,asignado
MZ08,20,5,1,RCL169-C001,5,1,asignado
MZ08,21,1,1,RCL186-C003,1,1,asignado
MZ08,21,2,1,RCL186-C003,2,1,asignado
MZ08,21,3,1,RCL186-C003,3,1,asignado
MZ08,21,4,1,RCL186-C003,4,1,asignado
MZ08,21,5,1,RCL186-C003,5,1,asignado
MZ08,22,1,1,RCL169-C002,1,1,asignado
MZ08,22,2,1,RCL169-C002,2,1,asignado
MZ08,22,3,1,RCL169-C002,3,1,asignado
MZ08,22,4,1,RCL169-C002,4,1,asignado
MZ08,22,5,1,RCL169-C002,5,1,asignado
MZ08,23,1,1,RCL168-C004,1,1,asignado
MZ08,23,2,1,RCL168-C004,2,1,asignado
MZ08,23,3,1,RCL168-C004,3,1,asignado
MZ08,23,4,1,RCL168-C004,4,1,asignado
MZ08,23,5,1,RCL168-C004,5,1,asignado
MZ08,24,1,1,RCL168-C002,1,1,asignado
MZ08,24,2,1,RCL168-C002,2,1,asignado
MZ08,24,3,1,RCL168-C002,3,1,asignado
MZ08,24,4,1,RCL168-C002,4,1,asignado
MZ08,24,5,1,RCL168-C002,5,1,asignado
MZ08,25,1,1,RCL168-C001,1,1,asignado
MZ08,25,2,1,RCL168-C001,2,1,asignado
MZ08,25,3,1,RCL168-C001,3,1,asignado
MZ08,25,4,1,RCL168-C001,4,1,asignado
MZ08,25,5,1,RCL168-C001,5,1,asignado
MZ08,26,1,1,null,null,null,sin_rcl
MZ08,26,2,1,null,null,null,sin_rcl
MZ08,26,3,1,null,null,null,sin_rcl
MZ08,26,4,1,null,null,null,sin_rcl
MZ08,26,5,1,null,null,null,sin_rcl
MZ08,27,1,1,null,null,null,sin_rcl
MZ08,27,2,1,null,null,null,sin_rcl
MZ08,27,3,1,null,null,null,sin_rcl
MZ08,27,4,1,null,null,null,sin_rcl
MZ08,27,5,1,null,null,null,sin_rcl
MZ08,28,1,1,RCL186-C002,1,1,asignado
MZ08,28,2,1,RCL186-C002,2,1,asignado
MZ08,28,3,1,RCL186-C002,3,1,asignado
MZ08,28,4,1,RCL186-C002,4,1,asignado
MZ08,28,5,1,RCL186-C002,5,1,asignado
MZ08,29,1,1,RCL186-C001,1,1,asignado
MZ08,29,2,1,RCL186-C001,2,1,asignado
MZ08,29,3,1,RCL186-C001,3,1,asignado
MZ08,29,4,1,RCL186-C001,4,1,asignado
MZ08,29,5,1,RCL186-C001,5,1,asignado
MZ08,30,1,1,RCL181-C003,1,1,asignado
MZ08,30,2,1,RCL181-C003,2,1,asignado
MZ08,30,3,1,RCL181-C003,3,1,asignado
MZ08,30,4,1,RCL181-C003,4,1,asignado
MZ08,30,5,1,RCL181-C003,5,1,asignado
MZ08,31,1,1,RCL187-C004,1,1,asignado
MZ08,31,2,1,RCL187-C004,2,1,asignado
MZ08,31,3,1,RCL187-C004,3,1,asignado
MZ08,31,4,1,RCL187-C004,4,1,asignado
MZ08,31,5,1,RCL187-C004,5,1,asignado
MZ08,32,1,1,RCL171-C001,1,1,asignado
MZ08,32,2,1,RCL171-C001,2,1,asignado
MZ08,32,3,1,RCL171-C001,3,1,asignado
MZ08,32,4,1,RCL171-C001,4,1,asignado
MZ08,32,5,1,RCL171-C001,5,1,asignado
MZ08,33,1,1,RCL164-C001,1,1,asignado
MZ08,33,2,1,RCL164-C001,2,1,asignado
MZ08,33,3,1,RCL164-C001,3,1,asignado
MZ08,33,4,1,RCL164-C001,4,1,asignado
MZ08,33,5,1,RCL164-C001,5,1,asignado
MZ08,34,1,1,RCL163-C001,1,1,asignado
MZ08,34,2,1,RCL163-C001,2,1,asignado
MZ08,34,3,1,RCL163-C001,3,1,asignado
MZ08,34,4,1,RCL163-C001,4,1,asignado
MZ08,34,5,1,RCL163-C001,5,1,asignado
MZ08,35,1,1,RCL156-C001,1,1,asignado
MZ08,35,2,1,RCL156-C001,2,1,asignado
MZ08,35,3,1,RCL156-C001,3,1,asignado
MZ08,35,4,1,RCL156-C001,4,1,asignado
MZ08,35,5,1,RCL156-C001,5,1,asignado
MZ08,36,1,1,null,null,null,sin_rcl
MZ08,36,2,1,null,null,null,sin_rcl
MZ08,36,3,1,null,null,null,sin_rcl
MZ08,36,4,1,null,null,null,sin_rcl
MZ08,36,5,1,null,null,null,sin_rcl
MZ09,1,1,1,null,null,null,sin_rcl
MZ09,1,2,1,null,null,null,sin_rcl
MZ09,1,3,1,null,null,null,sin_rcl
MZ09,1,4,1,null,null,null,sin_rcl
MZ09,1,5,1,null,null,null,sin_rcl
MZ09,2,1,1,null,null,null,sin_rcl
MZ09,2,2,1,null,null,null,sin_rcl
MZ09,2,3,1,null,null,null,sin_rcl
MZ09,2,4,1,null,null,null,sin_rcl
MZ09,2,5,1,null,null,null,sin_rcl
MZ09,3,1,1,null,null,null,sin_rcl
MZ09,3,2,1,null,null,null,sin_rcl
MZ09,3,3,1,null,null,null,sin_rcl
MZ09,3,4,1,null,null,null,sin_rcl
MZ09,3,5,1,null,null,null,sin_rcl
MZ09,4,1,1,null,null,null,sin_rcl
MZ09,4,2,1,null,null,null,sin_rcl
MZ09,4,3,1,null,null,null,sin_rcl
MZ09,4,4,1,null,null,null,sin_rcl
MZ09,4,5,1,null,null,null,sin_rcl
MZ10,1,1,1,null,null,null,sin_rcl
MZ10,1,2,1,null,null,null,sin_rcl
MZ10,1,3,1,null,null,null,sin_rcl
MZ10,1,4,1,null,null,null,sin_rcl
MZ10,1,5,1,null,null,null,sin_rcl
MZ10,2,1,1,null,null,null,sin_rcl
MZ10,2,2,1,null,null,null,sin_rcl
MZ10,2,3,1,null,null,null,sin_rcl
MZ10,2,4,1,null,null,null,sin_rcl
MZ10,2,5,1,null,null,null,sin_rcl
MZ10,3,1,1,null,null,null,sin_rcl
MZ10,3,2,1,null,null,null,sin_rcl
MZ10,3,3,1,null,null,null,sin_rcl
MZ10,3,4,1,null,null,null,sin_rcl
MZ10,3,5,1,null,null,null,sin_rcl
MZ10,4,1,1,null,null,null,sin_rcl
MZ10,4,2,1,null,null,null,sin_rcl
MZ10,4,3,1,null,null,null,sin_rcl
MZ10,4,4,1,null,null,null,sin_rcl
MZ10,4,5,1,null,null,null,sin_rcl
MZ10,5,1,1,null,null,null,sin_rcl
MZ10,5,2,1,null,null,null,sin_rcl
MZ10,5,3,1,null,null,null,sin_rcl
MZ10,5,4,1,null,null,null,sin_rcl
MZ10,5,5,1,null,null,null,sin_rcl
MZ10,6,1,1,null,null,null,sin_rcl
MZ10,6,2,1,null,null,null,sin_rcl
MZ10,6,3,1,null,null,null,sin_rcl
MZ10,6,4,1,null,null,null,sin_rcl
MZ10,6,5,1,null,null,null,sin_rcl
MZ11,1,1,1,null,null,null,sin_rcl
MZ11,1,2,1,null,null,null,sin_rcl
MZ11,1,3,1,null,null,null,sin_rcl
MZ11,1,4,1,null,null,null,sin_rcl
MZ11,1,5,1,null,null,null,sin_rcl
MZ11,2,1,1,null,null,null,sin_rcl
MZ11,2,2,1,null,null,null,sin_rcl
MZ11,2,3,1,null,null,null,sin_rcl
MZ11,2,4,1,null,null,null,sin_rcl
MZ11,2,5,1,null,null,null,sin_rcl
MZ11,3,1,1,null,null,null,sin_rcl
MZ11,3,2,1,null,null,null,sin_rcl
MZ11,3,3,1,null,null,null,sin_rcl
MZ11,3,4,1,null,null,null,sin_rcl
MZ11,3,5,1,null,null,null,sin_rcl
MZ11,4,1,1,null,null,null,sin_rcl
MZ11,4,2,1,null,null,null,sin_rcl
MZ11,4,3,1,null,null,null,sin_rcl
MZ11,4,4,1,null,null,null,sin_rcl
MZ11,4,5,1,null,null,null,sin_rcl
MZ11,5,1,1,null,null,null,sin_rcl
MZ11,5,2,1,null,null,null,sin_rcl
MZ11,5,3,1,null,null,null,sin_rcl
MZ11,5,4,1,null,null,null,sin_rcl
MZ11,5,5,1,null,null,null,sin_rcl
MZ11,6,1,1,null,null,null,sin_rcl
MZ11,6,2,1,null,null,null,sin_rcl
MZ11,6,3,1,null,null,null,sin_rcl
MZ11,6,4,1,null,null,null,sin_rcl
MZ11,6,5,1,null,null,null,sin_rcl
MZ11,7,1,1,null,null,null,sin_rcl
MZ11,7,2,1,null,null,null,sin_rcl
MZ11,7,3,1,null,null,null,sin_rcl
MZ11,7,4,1,null,null,null,sin_rcl
MZ11,7,5,1,null,null,null,sin_rcl
MZ12,1,1,1,null,null,null,sin_rcl
MZ12,1,2,1,null,null,null,sin_rcl
MZ12,1,3,1,null,null,null,sin_rcl
MZ12,1,4,1,null,null,null,sin_rcl
MZ12,1,5,1,null,null,null,sin_rcl
MZ12,2,1,1,null,null,null,sin_rcl
MZ12,2,2,1,null,null,null,sin_rcl
MZ12,2,3,1,null,null,null,sin_rcl
MZ12,2,4,1,null,null,null,sin_rcl
MZ12,2,5,1,null,null,null,sin_rcl
MZ12,3,1,1,null,null,null,sin_rcl
MZ12,3,2,1,null,null,null,sin_rcl
MZ12,3,3,1,null,null,null,sin_rcl
MZ12,3,4,1,null,null,null,sin_rcl
MZ12,3,5,1,null,null,null,sin_rcl
MZ12,4,1,1,null,null,null,sin_rcl
MZ12,4,2,1,null,null,null,sin_rcl
MZ12,4,3,1,null,null,null,sin_rcl
MZ12,4,4,1,null,null,null,sin_rcl
MZ12,4,5,1,null,null,null,sin_rcl
MZ12,5,1,1,null,null,null,sin_rcl
MZ12,5,2,1,null,null,null,sin_rcl
MZ12,5,3,1,null,null,null,sin_rcl
MZ12,5,4,1,null,null,null,sin_rcl
MZ12,5,5,1,null,null,null,sin_rcl
