mz_pasillo,mz_columna,mz_nivel,mz_subnivel,rcl_codigo,rcl_nivel,rcl_subnivel,estado_rcl
MZ04,14,5,1,RCL133-C002,5,1,asignado
MZ04,15,1,1,RCL134-C004,1,1,asignado
MZ04,15,2,1,RCL134-C004,2,1,asignado
MZ04,15,3,1,RCL134-C004,3,1,asignado
MZ04,15,4,1,RCL134-C004,4,1,asignado
MZ04,15,5,1,RCL134-C004,5,1,asignado
MZ04,16,1,1,RCL134-C003,1,1,asignado
MZ04,16,2,1,RCL134-C003,2,1,asignado
MZ04,16,3,1,RCL134-C003,3,1,asignado
MZ04,16,4,1,RCL134-C003,4,1,asignado
MZ04,16,5,1,RCL134-C003,5,1,asignado
MZ04,17,1,1,RCL148-C002,1,1,asignado
MZ04,17,2,1,RCL148-C002,2,1,asignado
MZ04,17,3,1,RCL148-C002,3,1,asignado
MZ04,17,4,1,RCL148-C002,4,1,asignado
MZ04,17,5,1,RCL148-C002,5,1,asignado
MZ04,18,1,1,RCL148-C003,1,1,asignado
MZ04,18,2,1,RCL148-C003,2,1,asignado
MZ04,18,3,1,RCL148-C003,3,1,asignado
MZ04,18,4,1,RCL148-C003,4,1,asignado
MZ04,18,5,1,RCL148-C003,5,1,asignado
MZ04,19,1,1,null,null,null,sin_rcl
MZ04,19,2,1,null,null,null,sin_rcl
MZ04,19,3,1,null,null,null,sin_rcl
MZ04,19,4,1,null,null,null,sin_rcl
MZ04,19,5,1,null,null,null,sin_rcl
MZ04,20,1,1,RCL159-C003,1,1,asignado
MZ04,20,2,1,RCL159-C003,2,1,asignado
MZ04,20,3,1,RCL159-C003,3,1,asignado
MZ04,20,4,1,RCL159-C003,4,1,asignado
MZ04,20,5,1,RCL159-C003,5,1,asignado
MZ04,21,1,1,RCL159-C004,1,1,asignado
MZ04,21,2,1,RCL159-C004,2,1,asignado
MZ04,21,3,1,RCL159-C004,3,1,asignado
MZ04,21,4,1,RCL159-C004,4,1,asignado
MZ04,21,5,1,RCL159-C004,5,1,asignado
MZ04,22,1,1,RCL160-C002,1,1,asignado
MZ04,22,2,1,RCL160-C002,2,1,asignado
MZ04,22,3,1,RCL160-C002,3,1,asignado
MZ04,22,4,1,RCL160-C002,4,1,asignado
MZ04,22,5,1,RCL160-C002,5,1,asignado
MZ04,23,1,1,RCL153-C001,1,1,asignado
MZ04,23,2,1,RCL153-C001,2,1,asignado
MZ04,23,3,1,RCL153-C001,3,1,asignado
MZ04,23,4,1,RCL153-C001,4,1,asignado
MZ04,23,5,1,RCL153-C001,5,1,asignado
MZ04,24,1,1,RCL170-C003,1,1,asignado
MZ04,24,2,1,RCL170-C003,2,1,asignado
MZ04,24,3,1,RCL170-C003,3,1,asignado
MZ04,24,4,1,RCL170-C003,4,1,asignado
MZ04,24,5,1,RCL170-C003,5,1,asignado
MZ04,25,1,1,RCL170-C002,1,1,asignado
MZ04,25,2,1,RCL170-C002,2,1,asignado
MZ04,25,3,1,RCL170-C002,3,1,asignado
MZ04,25,4,1,RCL170-C002,4,1,asignado
MZ04,25,5,1,RCL170-C002,5,1,asignado
MZ04,26,1,1,RCL170-C001,1,1,asignado
MZ04,26,2,1,RCL170-C001,2,1,asignado
MZ04,26,3,1,RCL170-C001,3,1,asignado
MZ04,26,4,1,RCL170-C001,4,1,asignado
MZ04,26,5,1,RCL170-C001,5,1,asignado
MZ04,27,1,1,null,null,null,sin_rcl
MZ04,27,2,1,null,null,null,sin_rcl
MZ04,27,3,1,null,null,null,sin_rcl
MZ04,27,4,1,null,null,null,sin_rcl
MZ04,27,5,1,null,null,null,sin_rcl
MZ04,28,1,1,RCL181-C004,1,1,asignado
MZ04,28,2,1,RCL181-C004,2,1,asignado
MZ04,28,3,1,RCL181-C004,3,1,asignado
MZ04,28,4,1,RCL181-C004,4,1,asignado
MZ04,28,5,1,RCL181-C004,5,1,asignado
MZ04,29,1,1,RCL175-C003,1,1,asignado
MZ04,29,2,1,RCL175-C003,2,1,asignado
MZ04,29,3,1,RCL175-C003,3,1,asignado
MZ04,29,4,1,RCL175-C003,4,1,asignado
MZ04,29,5,1,RCL175-C003,5,1,asignado
MZ04,30,1,1,RCL181-C002,1,1,asignado
MZ04,30,2,1,RCL181-C002,2,1,asignado
MZ04,30,3,1,RCL181-C002,3,1,asignado
MZ04,30,4,1,RCL181-C002,4,1,asignado
MZ04,30,5,1,RCL181-C002,5,1,asignado
MZ04,31,1,1,RCL181-C001,1,1,asignado
MZ04,31,2,1,RCL181-C001,2,1,asignado
MZ04,31,3,1,RCL181-C001,3,1,asignado
MZ04,31,4,1,RCL181-C001,4,1,asignado
MZ04,31,5,1,RCL181-C001,5,1,asignado
MZ04,32,1,1,RCL195-C001,1,1,asignado
MZ04,32,2,1,RCL195-C001,2,1,asignado
MZ04,32,3,1,RCL195-C001,3,1,asignado
MZ04,32,4,1,RCL195-C001,4,1,asignado
MZ04,32,5,1,RCL195-C001,5,1,asignado
MZ04,33,1,1,RCL195-C002,1,1,asignado
MZ04,33,2,1,RCL195-C002,2,1,asignado
MZ04,33,3,1,RCL195-C002,3,1,asignado
MZ04,33,4,1,RCL195-C002,4,1,asignado
MZ04,33,5,1,RCL195-C002,5,1,asignado
MZ04,34,1,1,RCL198-C001,1,1,asignado
MZ04,34,2,1,RCL198-C001,2,1,asignado
MZ04,34,3,1,RCL198-C001,3,1,asignado
MZ04,34,4,1,RCL198-C001,4,1,asignado
MZ04,34,5,1,RCL198-C001,5,1,asignado
MZ04,35,1,1,RCL201-C001,1,1,asignado
MZ04,35,2,1,RCL201-C001,2,1,asignado
MZ04,35,3,1,RCL201-C001,3,1,asignado
MZ04,35,4,1,RCL201-C001,4,1,asignado
MZ04,35,5,1,RCL201-C001,5,1,asignado
MZ04,36,1,1,RCL201-C002,1,1,asignado
MZ04,36,2,1,RCL201-C002,2,1,asignado
MZ04,36,3,1,RCL201-C002,3,1,asignado
MZ04,36,4,1,RCL201-C002,4,1,asignado
MZ04,36,5,1,RCL201-C002,5,1,asignado
MZ05,1,1,1,RCL95-C001,1,1,asignado
MZ05,1,2,1,RCL95-C001,2,1,asignado
MZ05,1,3,1,RCL95-C001,3,1,asignado
MZ05,1,4,1,RCL95-C001,4,1,asignado
MZ05,1,5,1,RCL95-C001,5,1,asignado
MZ05,2,1,1,RCL95-C002,1,1,asignado
MZ05,2,2,1,RCL95-C002,2,1,asignado
MZ05,2,3,1,RCL95-C002,3,1,asignado
MZ05,2,4,1,RCL95-C002,4,1,asignado
MZ05,2,5,1,RCL95-C002,5,1,asignado
MZ05,3,1,1,RCL95-C003,1,1,asignado
MZ05,3,2,1,RCL95-C003,2,1,asignado
MZ05,3,3,1,RCL95-C003,3,1,asignado
MZ05,3,4,1,RCL95-C003,4,1,asignado
MZ05,3,5,1,RCL95-C003,5,1,asignado
MZ05,4,1,1,RCL98-C001,1,1,asignado
MZ05,4,2,1,RCL98-C001,2,1,asignado
MZ05,4,3,1,RCL98-C001,3,1,asignado
MZ05,4,4,1,RCL98-C001,4,1,asignado
MZ05,4,5,1,RCL98-C001,5,1,asignado
MZ05,5,1,1,RCL106-C001,1,1,asignado
MZ05,5,2,1,RCL106-C001,2,1,asignado
MZ05,5,3,1,RCL106-C001,3,1,asignado
MZ05,5,4,1,RCL106-C001,4,1,asignado
MZ05,5,5,1,RCL106-C001,5,1,asignado
MZ05,6,1,1,RCL106-C002,1,1,asignado
MZ05,6,2,1,RCL106-C002,2,1,asignado
MZ05,6,3,1,RCL106-C002,3,1,asignado
MZ05,6,4,1,RCL106-C002,4,1,asignado
MZ05,6,5,1,RCL106-C002,5,1,asignado
MZ05,7,1,1,RCL106-C003,1,1,asignado
MZ05,7,2,1,RCL106-C003,2,1,asignado
MZ05,7,3,1,RCL106-C003,3,1,asignado
MZ05,7,4,1,RCL106-C003,4,1,asignado
MZ05,7,5,1,RCL106-C003,5,1,asignado
MZ05,8,1,1,RCL115-C001,1,1,asignado
MZ05,8,2,1,RCL115-C001,2,1,asignado
MZ05,8,3,1,RCL115-C001,3,1,asignado
MZ05,8,4,1,RCL115-C001,4,1,asignado
MZ05,8,5,1,RCL115-C001,5,1,asignado
MZ05,9,1,1,RCL116-C004,1,1,asignado
MZ05,9,2,1,RCL116-C004,2,1,asignado
MZ05,9,3,1,RCL116-C004,3,1,asignado
MZ05,9,4,1,RCL116-C004,4,1,asignado
MZ05,9,5,1,RCL116-C004,5,1,asignado
MZ05,10,1,1,RCL124-C002,1,1,asignado
MZ05,10,2,1,RCL124-C002,2,1,asignado
MZ05,10,3,1,RCL124-C002,3,1,asignado
MZ05,10,4,1,RCL124-C002,4,1,asignado
MZ05,10,5,1,RCL124-C002,5,1,asignado
MZ05,11,1,1,RCL124-C001,1,1,asignado
MZ05,11,2,1,RCL124-C001,2,1,asignado
MZ05,11,3,1,RCL124-C001,3,1,asignado
MZ05,11,4,1,RCL124-C001,4,1,asignado
MZ05,11,5,1,RCL124-C001,5,1,asignado
MZ05,12,1,1,RCL125-C001,1,1,asignado
MZ05,12,2,1,RCL125-C001,2,1,asignado
MZ05,12,3,1,RCL125-C001,3,1,asignado
MZ05,12,4,1,RCL125-C001,4,1,asignado
MZ05,12,5,1,RCL125-C001,5,1,asignado
MZ05,13,1,1,RCL125-C002,1,1,asignado
MZ05,13,2,1,RCL125-C002,2,1,asignado
MZ05,13,3,1,RCL125-C002,3,1,asignado
MZ05,13,4,1,RCL125-C002,4,1,asignado
MZ05,13,5,1,RCL125-C002,5,1,asignado
MZ05,14,1,1,RCL125-C003,1,1,asignado
MZ05,14,2,1,RCL125-C003,2,1,asignado
MZ05,14,3,1,RCL125-C003,3,1,asignado
MZ05,14,4,1,RCL125-C003,4,1,asignado
MZ05,14,5,1,RCL125-C003,5,1,asignado
MZ05,15,1,1,RCL125-C004,1,1,asignado
MZ05,15,2,1,RCL125-C004,2,1,asignado
MZ05,15,3,1,RCL125-C004,3,1,asignado
MZ05,15,4,1,RCL125-C004,4,1,asignado
MZ05,15,5,1,RCL125-C004,5,1,asignado
MZ05,16,1,1,RCL138-C003,1,1,asignado
MZ05,16,2,1,RCL138-C003,2,1,asignado
MZ05,16,3,1,RCL138-C003,3,1,asignado
MZ05,16,4,1,RCL138-C003,4,1,asignado
MZ05,16,5,1,RCL138-C003,5,1,asignado
MZ05,17,1,1,RCL138-C004,1,1,asignado
MZ05,17,2,1,RCL138-C004,2,1,asignado
MZ05,17,3,1,RCL138-C004,3,1,asignado
MZ05,17,4,1,RCL138-C004,4,1,asignado
MZ05,17,5,1,RCL138-C004,5,1,asignado
MZ05,18,1,1,RCL141-C002,1,1,asignado
MZ05,18,2,1,RCL141-C002,2,1,asignado
MZ05,18,3,1,RCL141-C002,3,1,asignado
MZ05,18,4,1,RCL141-C002,4,1,asignado
MZ05,18,5,1,RCL141-C002,5,1,asignado
MZ05,19,1,1,RCL141-C001,1,1,asignado
MZ05,19,2,1,RCL141-C001,2,1,asignado
MZ05,19,3,1,RCL141-C001,3,1,asignado
MZ05,19,4,1,RCL141-C001,4,1,asignado
MZ05,19,5,1,RCL141-C001,5,1,asignado
MZ05,20,1,1,RCL149-C003,1,1,asignado
MZ05,20,2,1,RCL149-C003,2,1,asignado
MZ05,20,3,1,RCL149-C003,3,1,asignado
MZ05,20,4,1,RCL149-C003,4,1,asignado
MZ05,20,5,1,RCL149-C003,5,1,asignado
MZ05,21,1,1,RCL149-C004,1,1,asignado
MZ05,21,2,1,RCL149-C004,2,1,asignado
MZ05,21,3,1,RCL149-C004,3,1,asignado
MZ05,21,4,1,RCL149-C004,4,1,asignado
MZ05,21,5,1,RCL149-C004,5,1,asignado
MZ05,22,1,1,RCL160-C001,1,1,asignado
MZ05,22,2,1,RCL160-C001,2,1,asignado
MZ05,22,3,1,RCL160-C001,3,1,asignado
MZ05,22,4,1,RCL160-C001,4,1,asignado
MZ05,22,5,1,RCL160-C001,5,1,asignado
MZ05,23,1,1,RCL149-C001,1,1,asignado
MZ05,23,2,1,RCL149-C001,2,1,asignado
MZ05,23,3,1,RCL149-C001,3,1,asignado
MZ05,23,4,1,RCL149-C001,4,1,asignado
MZ05,23,5,1,RCL149-C001,5,1,asignado
MZ05,24,1,1,RCL172-C003,1,1,asignado
MZ05,24,2,1,RCL172-C003,2,1,asignado
MZ05,24,3,1,RCL172-C003,3,1,asignado
MZ05,24,4,1,RCL172-C003,4,1,asignado
MZ05,24,5,1,RCL172-C003,5,1,asignado
MZ05,25,1,1,RCL172-C002,1,1,asignado
MZ05,25,2,1,RCL172-C002,2,1,asignado
MZ05,25,3,1,RCL172-C002,3,1,asignado
MZ05,25,4,1,RCL172-C002,4,1,asignado
MZ05,25,5,1,RCL172-C002,5,1,asignado
MZ05,26,1,1,RCL172-C001,1,1,asignado
MZ05,26,2,1,RCL172-C001,2,1,asignado
MZ05,26,3,1,RCL172-C001,3,1,asignado
MZ05,26,4,1,RCL172-C001,4,1,asignado
MZ05,26,5,1,RCL172-C001,5,1,asignado
MZ05,27,1,1,null,null,null,sin_rcl
MZ05,27,2,1,null,null,null,sin_rcl
MZ05,27,3,1,null,null,null,sin_rcl
MZ05,27,4,1,null,null,null,sin_rcl
MZ05,27,5,1,null,null,null,sin_rcl
MZ05,28,1,1,RCL180-C002,1,1,asignado
MZ05,28,2,1,RCL180-C002,2,1,asignado
MZ05,28,3,1,RCL180-C002,3,1,asignado
MZ05,28,4,1,RCL180-C002,4,1,asignado
MZ05,28,5,1,RCL180-C002,5,1,asignado
MZ05,29,1,1,RCL180-C001,1,1,asignado
MZ05,29,2,1,RCL180-C001,2,1,asignado
MZ05,29,3,1,RCL180-C001,3,1,asignado
MZ05,29,4,1,RCL180-C001,4,1,asignado
MZ05,29,5,1,RCL180-C001,5,1,asignado
MZ05,30,1,1,RCL183-C001,1,1,asignado
MZ05,30,2,1,RCL183-C001,2,1,asignado
MZ05,30,3,1,RCL183-C001,3,1,asignado
MZ05,30,4,1,RCL183-C001,4,1,asignado
MZ05,30,5,1,RCL183-C001,5,1,asignado
MZ05,31,1,1,RCL183-C002,1,1,asignado
MZ05,31,2,1,RCL183-C002,2,1,asignado
MZ05,31,3,1,RCL183-C002,3,1,asignado
MZ05,31,4,1,RCL183-C002,4,1,asignado
MZ05,31,5,1,RCL183-C002,5,1,asignado
MZ05,32,1,1,RCL187-C003,1,1,asignado
MZ05,32,2,1,RCL187-C003,2,1,asignado
MZ05,32,3,1,RCL187-C003,3,1,asignado
MZ05,32,4,1,RCL187-C003,4,1,asignado
MZ05,32,5,1,RCL187-C003,5,1,asignado
MZ05,33,1,1,RCL189-C004,1,1,asignado
MZ05,33,2,1,RCL189-C004,2,1,asignado
MZ05,33,3,1,RCL189-C004,3,1,asignado
MZ05,33,4,1,RCL189-C004,4,1,asignado
MZ05,33,5,1,RCL189-C004,5,1,asignado
MZ05,34,1,1,RCL192-C001,1,1,asignado
MZ05,34,2,1,RCL192-C001,2,1,asignado
MZ05,34,3,1,RCL192-C001,3,1,asignado
MZ05,34,4,1,RCL192-C001,4,1,asignado
MZ05,34,5,1,RCL192-C001,5,1,asignado
MZ05,35,1,1,RCL203-C002,1,1,asignado
MZ05,35,2,1,RCL203-C002,2,1,asignado
MZ05,35,3,1,RCL203-C002,3,1,asignado
MZ05,35,4,1,RCL203-C002,4,1,asignado
MZ05,35,5,1,RCL203-C002,5,1,asignado
MZ05,36,1,1,null,null,null,sin_rcl
MZ05,36,2,1,null,null,null,sin_rcl
MZ05,36,3,1,null,null,null,sin_rcl
MZ05,36,4,1,null,null,null,sin_rcl
MZ05,36,5,1,null,null,null,sin_rcl
MZ06,1,1,1,RCL92-C001,1,1,asignado
MZ06,1,2,1,RCL92-C001,2,1,asignado
MZ06,1,3,1,RCL92-C001,3,1,asignado
MZ06,1,4,1,RCL92-C001,4,1,asignado
MZ06,1,5,1,RCL92-C001,5,1,asignado
MZ06,2,1,1,RCL92-C002,1,1,asignado
MZ06,2,2,1,RCL92-C002,2,1,asignado
MZ06,2,3,1,RCL92-C002,3,1,asignado
MZ06,2,4,1,RCL92-C002,4,1,asignado
MZ06,2,5,1,RCL92-C002,5,1,asignado
MZ06,3,1,1,RCL92-C003,1,1,asignado
MZ06,3,2,1,RCL92-C003,2,1,asignado
MZ06,3,3,1,RCL92-C003,3,1,asignado
MZ06,3,4,1,RCL92-C003,4,1,asignado
MZ06,3,5,1,RCL92-C003,5,1,asignado
MZ06,4,1,1,RCL90-C001,1,1,asignado
MZ06,4,2,1,RCL90-C001,2,1,asignado
MZ06,4,3,1,RCL90-C001,3,1,asignado
MZ06,4,4,1,RCL90-C001,4,1,asignado
MZ06,4,5,1,RCL90-C001,5,1,asignado
MZ06,5,1,1,RCL105-C001,1,1,asignado
MZ06,5,2,1,RCL105-C001,2,1,asignado
MZ06,5,3,1,RCL105-C001,3,1,asignado
MZ06,5,4,1,RCL105-C001,4,1,asignado
MZ06,5,5,1,RCL105-C001,5,1,asignado
MZ06,6,1,1,RCL105-C002,1,1,asignado
MZ06,6,2,1,RCL105-C002,2,1,asignado
MZ06,6,3,1,RCL105-C002,3,1,asignado
MZ06,6,4,1,RCL105-C002,4,1,asignado
MZ06,6,5,1,RCL105-C002,5,1,asignado
MZ06,7,1,1,RCL105-C003,1,1,asignado
MZ06,7,2,1,RCL105-C003,2,1,asignado
MZ06,7,3,1,RCL105-C003,3,1,asignado
MZ06,7,4,1,RCL105-C003,4,1,asignado
MZ06,7,5,1,RCL105-C003,5,1,asignado
MZ06,8,1,1,RCL115-C004,1,1,asignado
MZ06,8,2,1,RCL115-C004,2,1,asignado
MZ06,8,3,1,RCL115-C004,3,1,asignado
MZ06,8,4,1,RCL115-C004,4,1,asignado
MZ06,8,5,1,RCL115-C004,5,1,asignado
MZ06,10,1,1,RCL119-C003,1,1,asignado
MZ06,10,2,1,RCL119-C003,2,1,asignado
MZ06,10,3,1,RCL119-C003,3,1,asignado
MZ06,10,4,1,RCL119-C003,4,1,asignado
MZ06,10,5,1,RCL119-C003,5,1,asignado
MZ06,11,1,1,RCL119-C004,1,1,asignado
MZ06,11,2,1,RCL119-C004,2,1,asignado
MZ06,11,3,1,RCL119-C004,3,1,asignado
MZ06,11,4,1,RCL119-C004,4,1,asignado
MZ06,11,5,1,RCL119-C004,5,1,asignado
MZ06,12,1,1,RCL127-C004,1,1,asignado
MZ06,12,2,1,RCL127-C004,2,1,asignado
MZ06,12,3,1,RCL127-C004,3,1,asignado
MZ06,12,4,1,RCL127-C004,4,1,asignado
MZ06,12,5,1,RCL127-C004,5,1,asignado
MZ06,13,1,1,RCL127-C003,1,1,asignado
MZ06,13,2,1,RCL127-C003,2,1,asignado
MZ06,13,3,1,RCL127-C003,3,1,asignado
MZ06,13,4,1,RCL127-C003,4,1,asignado
MZ06,13,5,1,RCL127-C003,5,1,asignado
MZ06,14,1,1,RCL127-C002,1,1,asignado
MZ06,14,2,1,RCL127-C002,2,1,asignado
MZ06,14,3,1,RCL127-C002,3,1,asignado
MZ06,14,4,1,RCL127-C002,4,1,asignado
MZ06,14,5,1,RCL127-C002,5,1,asignado
MZ06,15,1,1,RCL127-C001,1,1,asignado
MZ06,15,2,1,RCL127-C001,2,1,asignado
MZ06,15,3,1,RCL127-C001,3,1,asignado
MZ06,15,4,1,RCL127-C001,4,1,asignado
MZ06,15,5,1,RCL127-C001,5,1,asignado
MZ06,16,1,1,RCL139-C004,1,1,asignado
MZ06,16,2,1,RCL139-C004,2,1,asignado
MZ06,16,3,1,RCL139-C004,3,1,asignado
MZ06,16,4,1,RCL139-C004,4,1,asignado
MZ06,16,5,1,RCL139-C004,5,1,asignado
MZ06,17,1,1,RCL139-C003,1,1,asignado
MZ06,17,2,1,RCL139-C003,2,1,asignado
MZ06,17,3,1,RCL139-C003,3,1,asignado
MZ06,17,4,1,RCL139-C003,4,1,asignado
MZ06,17,5,1,RCL139-C003,5,1,asignado
MZ06,18,1,1,RCL146-C003,1,1,asignado
MZ06,18,2,1,RCL146-C003,2,1,asignado
MZ06,18,3,1,RCL146-C003,3,1,asignado
MZ06,18,4,1,RCL146-C003,4,1,asignado
MZ06,18,5,1,RCL146-C003,5,1,asignado
MZ06,19,1,1,RCL146-C001,1,1,asignado
MZ06,19,2,1,RCL146-C001,2,1,asignado
MZ06,19,3,1,RCL146-C001,3,1,asignado
MZ06,19,4,1,RCL146-C001,4,1,asignado
MZ06,19,5,1,RCL146-C001,5,1,asignado
MZ06,20,1,1,RCL160-C003,1,1,asignado
MZ06,20,2,1,RCL160-C003,2,1,asignado
MZ06,20,3,1,RCL160-C003,3,1,asignado
MZ06,20,4,1,RCL160-C003,4,1,asignado
MZ06,20,5,1,RCL160-C003,5,1,asignado
MZ06,21,1,1,RCL161-C004,1,1,asignado
MZ06,21,2,1,RCL161-C004,2,1,asignado
MZ06,21,3,1,RCL161-C004,3,1,asignado
MZ06,21,4,1,RCL161-C004,4,1,asignado
MZ06,21,5,1,RCL161-C004,5,1,asignado
MZ06,22,1,1,RCL173-C003,1,1,asignado
MZ06,22,2,1,RCL173-C003,2,1,asignado
MZ06,22,3,1,RCL173-C003,3,1,asignado
MZ06,22,4,1,RCL173-C003,4,1,asignado
MZ06,22,5,1,RCL173-C003,5,1,asignado
MZ06,23,1,1,RCL173-C002,1,1,asignado
MZ06,23,2,1,RCL173-C002,2,1,asignado
MZ06,23,3,1,RCL173-C002,3,1,asignado
MZ06,23,4,1,RCL173-C002,4,1,asignado
MZ06,23,5,1,RCL173-C002,5,1,asignado
MZ06,24,1,1,RCL173-C001,1,1,asignado
MZ06,24,2,1,RCL173-C001,2,1,asignado
MZ06,24,3,1,RCL173-C001,3,1,asignado
MZ06,24,4,1,RCL173-C001,4,1,asignado
MZ06,24,5,1,RCL173-C001,5,1,asignado
MZ06,25,1,1,null,null,null,sin_rcl
MZ06,25,2,1,null,null,null,sin_rcl
MZ06,25,3,1,null,null,null,sin_rcl
MZ06,25,4,1,null,null,null,sin_rcl
MZ06,25,5,1,null,null,null,sin_rcl
MZ06,26,1,1,null,null,null,sin_rcl
MZ06,26,2,1,null,null,null,sin_rcl
MZ06,26,3,1,null,null,null,sin_rcl
MZ06,26,4,1,null,null,null,sin_rcl
MZ06,26,5,1,null,null,null,sin_rcl
MZ06,27,1,1,null,null,null,sin_rcl
MZ06,27,2,1,null,null,null,sin_rcl
MZ06,27,3,1,null,null,null,sin_rcl
MZ06,27,4,1,null,null,null,sin_rcl
MZ06,27,5,1,null,null,null,sin_rcl
MZ06,28,1,1,RCL180-C003,1,1,asignado
MZ06,28,2,1,RCL180-C003,2,1,asignado
MZ06,28,3,1,RCL180-C003,3,1,asignado
MZ06,28,4,1,RCL180-C003,4,1,asignado
MZ06,28,5,1,RCL180-C003,5,1,asignado
MZ06,29,1,1,RCL182-C004,1,1,asignado
MZ06,29,2,1,RCL182-C004,2,1,asignado
MZ06,29,3,1,RCL182-C004,3,1,asignado
MZ06,29,4,1,RCL182-C004,4,1,asignado
MZ06,29,5,1,RCL182-C004,5,1,asignado
MZ06,30,1,1,RCL187-C002,1,1,asignado
MZ06,30,2,1,RCL187-C002,2,1,asignado
MZ06,30,3,1,RCL187-C002,3,1,asignado
MZ06,30,4,1,RCL187-C002,4,1,asignado
MZ06,30,5,1,RCL187-C002,5,1,asignado
MZ06,31,1,1,RCL187-C001,1,1,asignado
MZ06,31,2,1,RCL187-C001,2,1,asignado
MZ06,31,3,1,RCL187-C001,3,1,asignado
MZ06,31,4,1,RCL187-C001,4,1,asignado
MZ06,31,5,1,RCL187-C001,5,1,asignado
MZ06,32,1,1,RCL188-C004,1,1,asignado
MZ06,32,2,1,RCL188-C004,2,1,asignado
MZ06,32,3,1,RCL188-C004,3,1,asignado
MZ06,32,4,1,RCL188-C004,4,1,asignado
MZ06,32,5,1,RCL188-C004,5,1,asignado
MZ06,33,1,1,RCL189-C003,1,1,asignado
MZ06,33,2,1,RCL189-C003,2,1,asignado
MZ06,33,3,1,RCL189-C003,3,1,asignado
MZ06,33,4,1,RCL189-C003,4,1,asignado
MZ06,33,5,1,RCL189-C003,5,1,asignado
MZ06,34,1,1,RCL191-C001,1,1,asignado
MZ06,34,2,1,RCL191-C001,2,1,asignado
MZ06,34,3,1,RCL191-C001,3,1,asignado
MZ06,34,4,1,RCL191-C001,4,1,asignado
MZ06,34,5,1,RCL191-C001,5,1,asignado
MZ06,35,1,1,RCL202-C002,1,1,asignado
MZ06,35,2,1,RCL202-C002,2,1,asignado
MZ06,35,3,1,RCL202-C002,3,1,asignado
MZ06,35,4,1,RCL202-C002,4,1,asignado
MZ06,35,5,1,RCL202-C002,5,1,asignado
MZ06,36,1,1,RCL202-C001,1,1,asignado
MZ06,36,2,1,RCL202-C001,2,1,asignado
MZ06,36,3,1,RCL202-C001,3,1,asignado
MZ06,36,4,1,RCL202-C001,4,1,asignado
MZ06,36,5,1,RCL202-C001,5,1,asignado
MZ07,1,1,1,RCL91-C001,1,1,asignado
MZ07,1,2,1,RCL91-C001,2,1,asignado
MZ07,1,3,1,RCL91-C001,3,1,asignado
MZ07,1,4,1,RCL91-C001,4,1,asignado
MZ07,1,5,1,RCL91-C001,5,1,asignado
MZ07,2,1,1,RCL91-C002,1,1,asignado
MZ07,2,2,1,RCL91-C002,2,1,asignado
MZ07,2,3,1,RCL91-C002,3,1,asignado
MZ07,2,4,1,RCL91-C002,4,1,asignado
MZ07,2,5,1,RCL91-C002,5,1,asignado
MZ07,3,1,1,RCL91-C003,1,1,asignado
MZ07,3,2,1,RCL91-C003,2,1,asignado
MZ07,3,3,1,RCL91-C003,3,1,asignado
MZ07,3,4,1,RCL91-C003,4,1,asignado
MZ07,3,5,1,RCL91-C003,5,1,asignado
MZ07,4,1,1,RCL168-C003,1,1,asignado
MZ07,4,2,1,RCL168-C003,2,1,asignado
MZ07,4,3,1,RCL168-C003,3,1,asignado
MZ07,4,4,1,RCL168-C003,4,1,asignado
MZ07,4,5,1,RCL168-C003,5,1,asignado
MZ07,5,1,1,RCL104-C001,1,1,asignado
MZ07,5,2,1,RCL104-C001,2,1,asignado
MZ07,5,3,1,RCL104-C001,3,1,asignado
MZ07,5,4,1,RCL104-C001,4,1,asignado
MZ07,5,5,1,RCL104-C001,5,1,asignado
MZ07,6,1,1,RCL104-C002,1,1,asignado
MZ07,6,2,1,RCL104-C002,2,1,asignado
MZ07,6,3,1,RCL104-C002,3,1,asignado
MZ07,6,4,1,RCL104-C002,4,1,asignado
MZ07,6,5,1,RCL104-C002,5,1,asignado
MZ07,7,1,1,RCL104-C003,1,1,asignado
MZ07,7,2,1,RCL104-C003,2,1,asignado
MZ07,7,3,1,RCL104-C003,3,1,asignado
MZ07,7,4,1,RCL104-C003,4,1,asignado
MZ07,7,5,1,RCL104-C003,5,1,asignado
MZ07,8,1,1,RCL115-C003,1,1,asignado
MZ07,8,2,1,RCL115-C003,2,1,asignado
MZ07,8,3,1,RCL115-C003,3,1,asignado
MZ07,8,4,1,RCL115-C003,4,1,asignado
MZ07,8,5,1,RCL115-C003,5,1,asignado
MZ07,9,1,1,RCL118-C002,1,1,asignado
MZ07,9,2,1,RCL118-C002,2,1,asignado
MZ07,9,3,1,RCL118-C002,3,1,asignado
MZ07,9,4,1,RCL118-C002,4,1,asignado
MZ07,9,5,1,RCL118-C002,5,1,asignado
MZ07,10,1,1,RCL118-C004,1,1,asignado
MZ07,10,2,1,RCL118-C004,2,1,asignado
MZ07,10,3,1,RCL118-C004,3,1,asignado
MZ07,10,4,1,RCL118-C004,4,1,asignado
MZ07,10,5,1,RCL118-C004,5,1,asignado
MZ07,11,1,1,RCL118-C003,1,1,asignado
MZ07,11,2,1,RCL118-C003,2,1,asignado
MZ07,11,3,1,RCL118-C003,3,1,asignado
MZ07,11,4,1,RCL118-C003,4,1,asignado
