rcl_codigo,rcl_nivel,rcl_subnivel,articulo,cantidad
RCL168-C004,2,1,2320164,32
RCL168-C004,2,1,038070001,11
RCL168-C004,2,1,2320022,3
RCL168-C004,3,1,3300308,22
RCL168-C004,3,1,2320024,2
RCL168-C004,3,1,038070002,5
RCL168-C004,3,1,7062921,5
RCL168-C004,3,1,2320212,77
RCL168-C004,4,1,2320184,200
RCL168-C004,4,1,2320120,30
RCL168-C004,4,1,2320020,5
RCL168-C004,4,1,3300305,52
RCL168-C004,5,1,2320205,22
RCL168-C004,5,1,2320021,4
RCL168-C004,5,1,2320028,32
RCL168-C004,5,1,2320190,750
RCL168-C004,5,1,038070004,21
RCL168-C004,6,1,2320186,550
RCL168-C004,6,1,2320204,500
RCL169-C002,4,1,052440112,440
RCL169-C002,4,1,7501728,364
RCL170-C001,1,1,052440134,120
RCL170-C001,1,1,7501275,13
RCL170-C001,1,1,052450003,14
RCL170-C001,1,1,052450017,16
RCL170-C001,1,1,7501090,33
RCL170-C001,1,1,7501082,45
RCL170-C001,2,1,7501149,48
RCL170-C001,2,1,7501752,77
RCL170-C001,2,1,052440169,61
RCL170-C001,2,1,7507119,369
RCL168-C001,5,1,8707200,597
RCL170-C001,3,1,7501932,56
RCL170-C001,3,1,7501749,221
RCL170-C001,3,1,7501679,5
RCL170-C001,4,1,7501314,4
RCL170-C001,4,1,052450001,1
RCL170-C001,4,1,7501945,75
RCL170-C001,4,1,7501925,14
RCL170-C001,5,1,7550239,81
RCL170-C001,5,1,7501133,145
RCL170-C001,5,1,052440039,9
RCL170-C002,1,1,7501947,53
RCL170-C002,1,1,7501773,175
RCL170-C002,1,1,7501948,51
RCL170-C002,1,1,7501918,57
RCL168-C004,1,1,2320208,200
RCL170-C002,2,1,052450005,22
RCL170-C002,2,1,7501944,205
RCL170-C002,2,1,052440146,120
RCL168-C004,2,1,2320210,159
RCL170-C002,2,1,7501776,31
RCL170-C002,2,1,7501736,174
RCL170-C002,2,1,7501141,3
RCL168-C004,3,1,2320211,290
RCL170-C002,2,1,7501687,48
RCL170-C002,3,1,7501089,73
RCL170-C002,4,1,7500633,81
RCL170-C002,4,1,7501748,287
RCL170-C002,4,1,052440136,40
RCL170-C002,4,1,052440145,40
RCL168-C004,4,1,2320214,519
RCL170-C002,4,1,7501737,75
RCL170-C002,5,1,7501124,30
RCL168-C004,4,1,2320026,1
RCL170-C002,5,1,7501686,227
RCL170-C003,1,1,052440117,54
RCL170-C003,1,1,7501313,43
RCL170-C003,1,1,7505300,39
RCL168-C004,5,1,2330409,10
RCL170-C003,1,1,7501732,84
RCL170-C003,1,1,052440128,80
RCL170-C003,1,1,7501720,87
RCL168-C004,6,1,2320209,29
RCL170-C003,1,1,7550388,9
RCL170-C003,1,1,7501146,12
RCL170-C003,2,1,7501922,163
RCL170-C003,2,1,7501949,66
RCL170-C003,2,1,7501914,113
RCL170-C003,3,1,52440439,62
RCL170-C003,3,1,052450007,3
RCL170-C003,3,1,7501212,10
RCL170-C003,4,1,7501612,200
RCL170-C003,4,1,7501129,141
RCL170-C003,4,1,7501691,25
RCL170-C003,4,1,7501740,71
RCL170-C003,5,1,7551055,196
RCL170-C003,5,1,7501929,315
RCL171-C001,1,1,0140848,207
RCL170-C001,3,1,7501909,11
RCL171-C001,1,1,4530154,67
RCL170-C001,3,1,7501157,156
RCL171-C001,2,1,0140846,69
RCL171-C001,2,1,0140849,87
RCL171-C001,3,1,0140845,95
RCL170-C001,4,1,7501935,251
RCL171-C001,3,1,0140847,95
RCL171-C001,5,1,2390021,68
RCL171-C001,5,1,2390005,1
RCL172-C001,1,1,7551044,192
RCL172-C001,1,1,7550369,67
RCL172-C001,1,1,7551032,266
RCL170-C002,1,1,7501126,27
RCL172-C001,1,1,7501943,84
RCL172-C001,1,1,052440171,10
RCL172-C001,1,1,7501155,83
RCL172-C001,1,1,7501744,138
RCL170-C002,1,1,052440132,96
RCL172-C001,2,1,7551043,72
RCL172-C001,2,1,7551034,321
RCL172-C001,2,1,052440149,46
RCL172-C001,2,1,7501199,82
RCL172-C001,3,1,7501780,23
RCL172-C001,3,1,7501127,169
RCL172-C001,4,1,7551040,292
RCL170-C002,3,1,7501920,57
RCL172-C001,5,1,7501151,207
RCL172-C002,1,1,7551039,398
RCL172-C002,1,1,7507005,22
RCL170-C002,4,1,7501913,67
RCL172-C002,1,1,7551030,5
RCL172-C002,2,1,7501730,29
RCL172-C002,2,1,7501939,20
RCL172-C002,2,1,7501921,140
RCL172-C002,2,1,7501915,10
RCL172-C002,2,1,7501093,110
RCL172-C002,3,1,7501934,19
RCL172-C002,3,1,7501941,68
RCL172-C002,3,1,052440150,10
RCL172-C002,3,1,7501753,9
RCL172-C002,3,1,7501682,91
RCL170-C003,1,1,052450002,15
RCL172-C002,4,1,052440012,108
RCL172-C002,4,1,7550618,2
RCL172-C002,4,1,52440432,13
RCL172-C002,4,1,52440433,17
RCL170-C003,2,1,7501073,161
RCL170-C003,2,1,7501200,24
RCL172-C002,4,1,7501937,30
RCL172-C002,4,1,7501772,27
RCL172-C002,4,1,7501092,54
RCL172-C002,5,1,7501152,66
RCL172-C003,1,1,7551047,58
RCL172-C003,1,1,052440023,27
RCL172-C003,1,1,7501716,15
RCL172-C003,2,1,7501136,137
RCL172-C003,2,1,7551021,21
RCL172-C003,2,1,052440137,20
RCL172-C003,2,1,7501087,128
RCL172-C003,2,1,7501745,98
RCL172-C003,3,1,052440133,40
RCL172-C003,3,1,052440170,249
RCL172-C003,3,1,7501757,60
RCL172-C003,4,1,052440172,12
RCL172-C003,4,1,7501095,23
RCL172-C003,5,1,7501930,304
RCL173-C001,1,1,7501926,35
RCL173-C001,1,1,052440164,50
RCL173-C001,1,1,7550361,1
RCL173-C001,1,1,7501156,19
RCL173-C001,2,1,7551076,194
RCL173-C001,3,1,7005434,1
RCL173-C001,3,1,7501139,157
RCL173-C001,3,1,7501768,45
RCL172-C001,2,1,7501954,24
RCL173-C001,4,1,7551095,50
RCL173-C001,4,1,7501669,36
RCL173-C001,4,1,7501084,20
RCL173-C001,4,1,7501756,195
RCL173-C001,5,1,524401981,219
RCL173-C001,5,1,7501086,281
RCL172-C001,3,1,052440162,147
RCL172-C001,3,1,7501764,48
RCL173-C002,1,1,52440469,31
RCL173-C002,1,1,052440045,30
RCL173-C002,1,1,7500699,33
RCL172-C001,4,1,7501692,62
RCL172-C001,5,1,7501951,201
RCL173-C002,1,1,7501721,35
RCL172-C002,1,1,7501153,17
RCL173-C002,2,1,7501725,45
RCL173-C002,2,1,7500647,30
RCL173-C002,2,1,7062500,13
RCL172-C002,1,1,7501761,38
RCL173-C002,2,1,7501769,18
RCL172-C002,2,1,7501083,60
RCL173-C002,2,1,7501158,8
RCL173-C002,2,1,7501088,64
RCL173-C002,3,1,052440135,39
RCL173-C002,3,1,7501910,147
RCL173-C002,4,1,7501741,32
RCL173-C002,4,1,052440098,5
RCL173-C002,4,1,7501678,263
RCL173-C002,4,1,7502205,16
RCL173-C002,5,1,7501154,250
RCL173-C002,5,1,7501719,104
RCL173-C003,1,1,52440216,7
RCL173-C003,1,1,7550482,10
RCL173-C003,1,1,052440044,225
RCL173-C003,1,1,7501148,52
RCL173-C003,2,1,7505306,4
RCL173-C003,2,1,7500695,39
RCL173-C003,2,1,7501094,124
RCL173-C003,3,1,7501674,429
RCL173-C003,4,1,7551072,1
RCL173-C003,4,1,7501144,39
RCL173-C003,5,1,7501085,43
RCL174-C001,1,1,52440492,5
RCL174-C001,1,1,7500640,4
RCL174-C001,1,1,7551052,313
RCL174-C001,1,1,7551065,12
RCL174-C001,1,1,7551027,44
RCL174-C001,2,1,7551051,252
RCL174-C001,2,1,052440051,545
RCL174-C001,2,1,7501952,48
RCL174-C001,2,1,7501699,6
RCL174-C001,3,1,52440213,33
RCL174-C001,3,1,7501145,55
RCL174-C001,4,1,501540,10
RCL174-C001,4,1,7550479,5
RCL174-C001,4,1,052440210,1
RCL173-C001,1,1,7501147,38
RCL174-C001,4,1,052440113,5
RCL174-C001,4,1,052440116,19
RCL174-C001,4,1,052440121,10
RCL174-C001,4,1,7551004,8
RCL174-C001,4,1,7501715,33
RCL174-C001,5,1,7551046,653
RCL174-C002,1,1,7500627,15
RCL174-C002,1,1,7500635,15
RCL173-C001,3,1,7501924,3
RCL174-C002,1,1,7550490,20
RCL174-C002,1,1,7551056,19
RCL174-C002,1,1,052440130,14
RCL174-C002,1,1,7500652,42
RCL174-C002,1,1,7551059,19
RCL174-C002,1,1,52440464,3
RCL174-C002,1,1,7551001,30
RCL174-C002,1,1,7501933,20
RCL174-C002,1,1,052440180,30
RCL174-C002,2,1,7551031,364
RCL174-C002,2,1,7550380,15
RCL174-C002,2,1,7501125,157
RCL174-C002,2,1,7501908,38
RCL174-C002,3,1,7551073,10
RCL174-C002,3,1,052440160,1
RCL174-C002,3,1,52440487,44
RCL174-C002,3,1,7501675,138
RCL174-C002,3,1,052440129,2
RCL174-C002,3,1,7501923,5
RCL174-C002,4,1,7551035,145
RCL174-C002,4,1,7550379,12
RCL174-C002,4,1,7551061,35
RCL174-C002,4,1,7551029,22
RCL174-C002,4,1,7551033,506
RCL174-C002,5,1,7551028,54
RCL174-C003,1,1,7551013,14
RCL174-C003,1,1,52440488,108
RCL174-C003,1,1,52440462,7
RCL174-C003,1,1,501553,7
RCL174-C003,1,1,52440467,220
RCL174-C003,2,1,7501652,19
RCL174-C003,2,1,7550371,16
RCL174-C003,2,1,7551016,2
RCL174-C003,2,1,52440465,120
RCL174-C003,2,1,052440139,20
RCL173-C003,2,1,7501907,48
RCL174-C003,2,1,52440431,6
RCL174-C003,2,1,52440450,5
RCL174-C003,3,1,7551068,10
RCL174-C003,3,1,7505017,13
RCL174-C003,3,1,7551064,22
RCL174-C003,3,1,052450014,12
RCL174-C003,3,1,501554,90
RCL174-C003,3,1,7551060,22
RCL174-C003,4,1,7501953,20
RCL174-C003,4,1,7501050,30
RCL174-C003,4,1,052440047,17
RCL174-C003,4,1,052440153,72
RCL174-C003,4,1,7500712,32
RCL174-C003,4,1,52440491,85
RCL174-C003,4,1,7551070,10
RCL174-C003,4,1,7500697,23
RCL174-C003,4,1,1109035,5
RCL174-C003,5,1,7501696,480
RCL174-C003,5,1,7551037,361
RCL175-C001,1,1,7501938,19
RCL175-C001,2,1,052440056,426
RCL175-C001,2,1,501507,30
RCL175-C001,3,1,052440166,34
RCL175-C001,3,1,7551054,72
RCL175-C001,3,1,7501733,120
RCL175-C001,4,1,7551080,18
RCL175-C001,4,1,7551075,57
RCL175-C001,5,1,7500708,56
RCL175-C001,5,1,7501210,32
RCL175-C002,1,1,501524,16
RCL175-C002,1,1,7551049,435
RCL175-C002,2,1,7551053,74
RCL175-C002,2,1,7551048,313
RCL175-C002,3,1,501522,4
RCL175-C002,3,1,7500622,1
RCL175-C002,3,1,7550952,1
RCL175-C002,3,1,052440211,10
RCL175-C002,3,1,7501936,160
RCL175-C002,3,1,7501695,33
RCL175-C002,4,1,501502,10
RCL175-C002,4,1,501510,30
RCL175-C002,4,1,501511,4
RCL175-C002,4,1,501521,3
RCL175-C002,4,1,7500650,2
RCL175-C002,4,1,7550999,11
RCL175-C002,4,1,7501052,30
RCL175-C002,4,1,7500834,69
RCL175-C002,4,1,501529,40
RCL175-C002,5,1,7005402,58
RCL175-C002,5,1,7501131,88
RCL175-C003,1,1,7501041,126
RCL175-C003,1,1,7551057,12
RCL175-C003,1,1,501519,115
RCL175-C003,2,1,501550,20
RCL175-C003,2,1,7500630,58
RCL175-C003,2,1,7551014,3
RCL174-C002,5,1,7501074,108
RCL175-C003,2,1,501512,10
RCL175-C003,2,1,501555,148
RCL175-C003,3,1,052440032,1
RCL175-C003,3,1,052440043,1
RCL175-C003,3,1,052440049,126
RCL175-C003,3,1,7501956,44
RCL175-C003,3,1,7500696,41
RCL175-C003,3,1,7500694,10
RCL175-C003,4,1,501551,174
RCL175-C003,4,1,52440476,41
RCL175-C003,4,1,7500628,23
RCL175-C003,4,1,7500632,6
RCL175-C003,4,1,7503344,3
RCL175-C003,4,1,7503342,36
RCL175-C003,4,1,7501560,1
RCL175-C004,1,1,7502203,46
RCL175-C004,1,1,501552,1
RCL175-C004,1,1,501516,56
RCL175-C004,1,1,1109034,12
RCL175-C004,2,1,52440486,9
RCL175-C004,2,1,52440493,4
RCL175-C004,2,1,501525,106
RCL175-C004,3,1,7501005,2
RCL175-C004,3,1,7550356,2
RCL175-C004,3,1,52440481,42
RCL175-C004,3,1,052440151,48
RCL175-C004,3,1,501514,1
RCL175-C004,3,1,1109033,10
RCL175-C004,4,1,7550368,5
RCL175-C004,4,1,7550395,27
RCL175-C004,4,1,7550466,14
RCL175-C004,4,1,7550473,12
RCL175-C004,4,1,7550939,4
RCL175-C004,4,1,501531,100
RCL175-C004,4,1,7550464,65
RCL175-C004,4,1,7550393,1
RCL175-C004,5,1,7550362,20
RCL175-C001,2,1,7551036,42
RCL175-C001,2,1,7501942,95
RCL175-C004,5,1,52440495,1
RCL175-C004,5,1,52440489,89
RCL175-C004,5,1,052440115,160
RCL175-C004,5,1,7550465,10
RCL175-C004,6,1,52440490,95
RCL175-C004,6,1,1109031,10
RCL176-C001,1,1,15005004,1
RCL176-C001,2,1,7001837,30
RCL176-C001,2,1,15005001,34
RCL176-C001,2,1,8705000,4
RCL176-C001,2,1,8352918,66
RCL176-C001,2,1,8352912,100
RCL176-C001,3,1,8352920,48
RCL176-C001,3,1,8352910,116
RCL176-C001,4,1,1500500,181
RCL176-C001,5,1,961944,12
RCL176-C001,5,1,8352914,13
RCL177-C001,1,1,1601016,2
RCL177-C001,2,1,7002001,24
RCL177-C001,3,1,7441050500257,16
RCL178-C001,2,1,2352325,14
RCL178-C001,3,1,2352324,5
RCL179-C001,2,1,2392369,12
RCL179-C001,2,1,2392391,6
RCL179-C001,2,1,2392371,18
RCL179-C001,2,1,2392375,12
RCL179-C001,2,1,2392386,13
RCL179-C001,3,1,2392342,2
RCL179-C001,3,1,2392395,14
RCL179-C001,3,1,2380001,6
RCL179-C001,3,1,2392331,6
RCL179-C001,4,1,2392381,18
RCL179-C001,4,1,2392370,18
RCL179-C001,4,1,2392401,16
RCL179-C001,4,1,2352327,6
RCL179-C001,4,1,2392318,9
RCL179-C001,5,1,2380005,188
RCL175-C003,2,1,7551058,49
RCL180-C001,1,1,9200373,31
RCL180-C001,1,1,9200261,64
RCL180-C001,1,1,9041058,156
RCL180-C001,1,1,9041043,93
RCL175-C003,3,1,052440099,174
RCL180-C001,1,1,9041071,16
RCL180-C001,2,1,9200374,2
RCL180-C001,2,1,9200230,24
RCL180-C001,2,1,9041059,46
RCL180-C001,2,1,9200251,14
RCL180-C001,3,1,9200225,195
RCL180-C001,3,1,9200240,16
RCL175-C003,4,1,7005011,1
RCL180-C001,3,1,9200247,10
RCL176-C001,1,1,8352922,18
RCL176-C001,3,1,7001992,9
RCL177-C001,2,1,1500505,22
RCL177-C001,2,1,7002018,1
RCL175-C003,4,1,7551063,26
RCL175-C003,5,1,7551026,497
RCL175-C003,5,1,7501081,22
RCL177-C001,2,1,4530200,14
RCL175-C004,1,1,501513,20
RCL177-C001,3,1,3352003,5
RCL177-C001,3,1,8352211,13
RCL177-C001,3,1,901018,13
RCL177-C001,4,1,0003089,1
RCL177-C001,4,1,0010414,1
RCL177-C001,4,1,8352040,15
RCL175-C004,2,1,7501072,161
RCL177-C001,4,1,0004626,2
RCL175-C004,2,1,501557,313
RCL177-C001,4,1,2610394629,6
RCL175-C004,3,1,7550950,9
RCL178-C001,1,1,2352009,20
RCL175-C004,3,1,501541,34
RCL178-C001,1,1,2392385,7
RCL178-C001,1,1,2352323,7
RCL178-C001,1,1,2352328,6
RCL178-C001,1,1,2392394,30
RCL178-C001,2,1,2352014,5
RCL178-C001,2,1,2392351,11
RCL178-C001,2,1,2392390,76
RCL178-C001,2,1,2352326,6
RCL178-C001,2,1,2352329,12
RCL178-C001,2,1,2392402,5
RCL178-C001,2,1,2352322,11
RCL178-C001,3,1,2392325,6
RCL178-C001,3,1,2392321,3
RCL178-C001,3,1,2352019,9
RCL180-C001,3,1,9200334,10
RCL180-C001,4,1,9200579,31
RCL180-C001,4,1,9200185,739
RCL180-C001,4,1,9200120,8
RCL180-C001,5,1,9200181,20
RCL180-C002,1,1,9200147,25
RCL180-C002,1,1,9200317,27
RCL180-C002,1,1,9200233,432
RCL180-C002,1,1,9200242,20
RCL180-C002,2,1,9200149,50
RCL180-C002,2,1,9200224,51
RCL180-C002,2,1,9200277,646
RCL180-C002,3,1,9200117,203
RCL180-C002,3,1,9041060,24
RCL180-C002,3,1,9041045,87
RCL177-C001,3,1,8352041,1
RCL177-C001,4,1,3352022,7
RCL177-C001,4,1,3352062,4
RCL178-C001,1,1,2352332,14
RCL178-C001,2,1,2392352,1
RCL178-C001,2,1,2392374,6
RCL178-C001,2,1,2392347,6
RCL178-C001,3,1,2392403,5
RCL180-C002,3,1,9200150,44
RCL180-C002,4,1,9041225,77
RCL178-C001,4,1,2352018,9
RCL180-C002,4,1,9200250,302
RCL180-C002,5,1,9200578,35
RCL179-C001,2,1,2352011,19
RCL180-C003,1,1,043410020,5
RCL180-C003,1,1,9200198,134
RCL180-C003,1,1,9200167,24
RCL180-C003,1,1,9200260,53
RCL180-C003,1,1,9200229,45
RCL180-C003,2,1,9200587,19
RCL180-C003,2,1,9200151,75
RCL180-C003,2,1,9200279,11
RCL180-C003,3,1,9200125,40
RCL180-C003,3,1,9200169,14
RCL180-C003,3,1,9200232,21
RCL179-C001,4,1,2392332,4
RCL180-C003,3,1,9200115,680
RCL180-C003,4,1,9200130,29
RCL180-C003,4,1,9200239,42
RCL180-C003,5,1,9200550,18
RCL180-C003,5,1,9200226,26
RCL180-C003,5,1,9200262,14
RCL180-C003,5,1,9041044,5
RCL180-C004,1,1,9200201,133
RCL180-C001,1,1,9200192,132
RCL180-C004,1,1,9200193,231
RCL180-C004,1,1,9200116,272
RCL180-C004,1,1,9041265,77
RCL180-C004,1,1,9200259,94
RCL180-C004,2,1,9200186,410
RCL180-C004,2,1,9200199,267
RCL180-C004,2,1,9200123,2660
RCL180-C004,2,1,9200241,620
RCL180-C004,3,1,9200245,372
RCL180-C004,3,1,9200200,50
RCL180-C004,3,1,9200138,83
RCL180-C004,3,1,9200213,18
RCL180-C004,3,1,9200190,56
RCL180-C001,5,1,9200565,20
RCL180-C004,3,1,9200208,30
RCL180-C002,4,1,9200174,14
RCL180-C002,5,1,9200197,30
RCL180-C002,5,1,9200556,102
RCL180-C002,5,1,9200168,20
RCL180-C004,1,1,9200271,6
RCL181-C002,2,1,9200160,2
RCL180-C004,3,1,9200187,538
RCL181-C004,3,1,9041901,11
RCL180-C004,3,1,9200155,29
RCL181-C004,3,1,9200291,21
RCL181-C004,3,1,9200114,19
RCL181-C004,3,1,9041006,28
RCL181-C004,3,1,9200139,1
RCL181-C004,3,1,9200227,3
RCL181-C004,3,1,9200248,40
RCL180-C004,4,1,9200195,50
RCL181-C004,3,1,9041074,18
RCL180-C004,5,1,9200178,98
RCL180-C004,5,1,9200196,23
RCL181-C004,4,1,9200577,6
RCL181-C004,4,1,9200132,88
RCL181-C004,4,1,9200180,322
RCL181-C001,2,1,9041080,40
RCL181-C001,2,1,9200716,20
RCL181-C004,4,1,9200121,173
RCL181-C004,4,1,9200122,86
RCL181-C004,5,1,1520210,472
RCL182-C001,1,1,6140016,59
RCL182-C001,1,1,0132001,11
RCL182-C001,1,1,0164005,37
RCL182-C001,2,1,0524024,11
RCL181-C001,4,1,9200321,20
RCL182-C001,2,1,0526239,6
RCL182-C001,2,1,0120093,6
RCL182-C001,2,1,0132002,23
RCL182-C001,2,1,0540118,6
RCL182-C001,2,1,0540074,14
RCL181-C001,5,1,6010034,9
RCL182-C001,3,1,0524012,21
RCL181-C002,2,1,915743,365
RCL182-C001,3,1,0526198,17
RCL182-C001,3,1,9180018,33
RCL182-C001,3,1,9180113,7
RCL181-C002,3,1,9200135,39
RCL182-C001,3,1,0540505,17
RCL182-C001,4,1,0524027,41
RCL182-C001,4,1,0524128,19
RCL182-C001,4,1,0540051,30
RCL182-C001,4,1,0540060,40
RCL182-C001,4,1,0524544,1
RCL182-C001,4,1,0540055,23
RCL182-C001,4,1,0524008,3
RCL182-C001,4,1,0524301,4
RCL182-C001,4,1,0524019,4
RCL182-C001,4,1,0574017,33
RCL182-C001,4,1,0540117,15
RCL182-C001,5,1,92110227,3
RCL182-C002,1,1,9180118,20
RCL181-C004,2,1,9200154,792
RCL181-C004,2,1,9200218,173
RCL182-C002,1,1,76174974836,7
RCL182-C002,1,1,0130002,1
RCL182-C002,1,1,0190024,48
RCL182-C002,2,1,0526218,63
RCL181-C004,3,1,9200228,5
RCL182-C002,2,1,01752015,27
RCL182-C002,2,1,0506180,27
RCL182-C002,2,1,0526092,30
RCL182-C002,2,1,01757931,39
RCL182-C002,2,1,0572001,25
RCL182-C002,3,1,0540348,59
RCL181-C004,4,1,9200131,163
RCL182-C002,3,1,0506103,29
RCL182-C002,3,1,0524026,22
RCL182-C002,3,1,0506179,54
RCL182-C002,3,1,0120070,15
RCL182-C002,3,1,0186013,35
RCL182-C002,3,1,9180053,19
RCL182-C001,1,1,0540077,19
RCL182-C002,4,1,9180043,5
RCL182-C001,1,1,0174004,32
RCL182-C002,4,1,0186022,4
RCL182-C002,4,1,0132000,35
RCL182-C002,4,1,0132003,68
RCL182-C002,4,1,0118080,117
RCL182-C002,5,1,0011155,271
RCL182-C001,2,1,0120094,66
RCL182-C002,5,1,0186011,81
RCL182-C003,1,1,0114016,6
RCL182-C003,1,1,918073,24
RCL182-C003,1,1,0524198,6
RCL181-C002,2,1,915742,166
RCL182-C003,1,1,0176001,34
RCL182-C003,1,1,0114012,8
RCL182-C003,1,1,0190037,10
RCL182-C003,2,1,0506149,29
RCL182-C001,3,1,0524130,68
RCL182-C003,2,1,6020626,5
RCL182-C003,2,1,6020628,1
RCL182-C003,2,1,1525010,20
RCL182-C003,2,1,0524072,5
RCL182-C003,2,1,0524724,50
RCL182-C003,3,1,0524068,15
RCL182-C001,4,1,0540075,8
RCL182-C003,3,1,0540049,10
RCL182-C003,3,1,0540101,3
RCL182-C003,3,1,9180034,32
RCL182-C001,4,1,0106011,16
RCL182-C003,3,1,0164012,23
RCL182-C003,3,1,9180109,76
RCL182-C003,4,1,0524087,30
RCL182-C001,4,1,0531002,23
RCL182-C001,4,1,0540061,18
RCL182-C003,4,1,0540052,12
RCL182-C001,5,1,0186012,25
RCL182-C003,4,1,0540100,20
RCL182-C003,4,1,0380245,28
RCL182-C003,4,1,0524051,8
RCL182-C003,4,1,0164004,37
RCL182-C003,4,1,0526214,48
RCL182-C003,4,1,0540550,45
RCL182-C004,1,1,0540059,1
RCL182-C004,1,1,0540097,1
RCL182-C004,1,1,1520023,73
RCL182-C004,2,1,0524059,7
RCL182-C004,2,1,0166009,23
RCL182-C004,2,1,0540030,43
RCL182-C004,2,1,1520017,416
RCL182-C002,3,1,0106006,14
RCL182-C004,3,1,0506026,49
RCL182-C004,3,1,0540484,24
RCL182-C004,3,1,0524199,9
RCL182-C004,3,1,0570016,6
RCL182-C004,3,1,0164003,14
RCL182-C004,4,1,0524055,12
RCL182-C004,4,1,0524057,62
RCL182-C002,4,1,0524018,12
RCL182-C004,4,1,0506028,5
RCL182-C002,4,1,0524056,7
RCL182-C004,4,1,0524053,10
RCL182-C004,4,1,7599006,15
RCL182-C004,5,1,6095268,37
RCL182-C004,5,1,1558003,74
RCL182-C004,5,1,0114013,3
RCL183-C001,1,1,01752022,18
RCL183-C001,1,1,0186005,17
RCL183-C001,1,1,76174060553,5
RCL183-C001,2,1,STHT16131LA,13
RCL183-C001,2,1,0540105,6
RCL183-C001,2,1,0540026,11
RCL183-C001,2,1,0524042,24
RCL183-C001,2,1,0132004,45
RCL183-C001,3,1,0540078,12
RCL183-C001,3,1,0574009,10
RCL183-C001,3,1,9180138,33
RCL183-C001,3,1,0183090,22
RCL183-C001,4,1,0506023,35
RCL183-C001,4,1,0162001,45
RCL183-C001,4,1,0506122,60
RCL183-C001,4,1,0106010,4
RCL183-C001,5,1,1525014,170
RCL183-C001,5,1,0186014,31
RCL183-C002,1,1,9180119,30
RCL183-C002,1,1,0126043,38
RCL182-C003,4,1,0524120,4
RCL183-C002,1,1,0506168,46
RCL183-C002,1,1,0524075,24
RCL183-C002,1,1,0506124,8
RCL182-C003,4,1,0540083,5
RCL182-C003,5,1,01754550,47
RCL183-C002,2,1,0540025,34
RCL183-C002,2,1,0166011,17
RCL182-C004,1,1,0590018,2
RCL182-C004,1,1,0590017,7
RCL183-C002,2,1,0540129,71
RCL183-C002,2,1,0540034,23
RCL183-C002,2,1,01759480,50
RCL183-C002,3,1,2321002,2
RCL183-C002,3,1,1520073,208
RCL183-C002,4,1,0134008,28
RCL183-C002,4,1,9180102,31
RCL183-C002,4,1,0524044,1
RCL183-C002,4,1,0524000,3
RCL182-C004,3,1,0526360,182
RCL183-C002,4,1,0524050,7
RCL183-C002,4,1,0540351,24
RCL183-C002,4,1,7599064,1
RCL182-C004,4,1,0524031,19
RCL183-C002,4,1,0134006,7
RCL182-C004,4,1,0506233,37
RCL183-C002,5,1,9180114,35
RCL183-C002,5,1,0522002,118
RCL183-C002,5,1,0576000,33
RCL183-C002,5,1,9180104,10
RCL183-C003,1,1,0524096,27
RCL183-C003,1,1,0540503,21
RCL183-C003,1,1,0572002,36
RCL183-C003,1,1,0540062,18
RCL183-C003,2,1,0524004,24
RCL183-C003,3,1,0524123,15
RCL183-C003,3,1,0540508,9
RCL183-C003,3,1,0162000,43
RCL183-C003,3,1,0524046,42
RCL183-C003,4,1,0524067,48
RCL183-C001,2,1,0524040,20
RCL183-C003,4,1,0570015,30
RCL183-C001,2,1,0524043,20
RCL183-C003,4,1,0526208,15
RCL183-C003,4,1,0524200,10
RCL183-C001,3,1,0526041,23
RCL183-C003,4,1,0540054,43
RCL183-C003,4,1,0120025,54
RCL183-C003,5,1,1515035,540
RCL183-C004,1,1,0506017,51
RCL183-C004,1,1,1535262,85
RCL183-C004,2,1,0526223,24
RCL183-C004,2,1,0526155,43
RCL183-C004,2,1,0572000,16
RCL183-C004,2,1,0540037,10
RCL183-C001,4,1,0134005,50
RCL183-C004,3,1,0506019,66
RCL183-C004,3,1,0540098,23
RCL183-C001,5,1,1525020,160
RCL183-C004,3,1,0540506,15
RCL183-C004,3,1,0540507,37
RCL183-C002,1,1,0106007,121
RCL183-C004,3,1,1585067,1
RCL183-C004,3,1,0506165,69
RCL183-C004,3,1,7599003,1
RCL183-C004,4,1,0524074,35
RCL183-C004,4,1,0524048,39
RCL183-C004,4,1,0524028,1
RCL183-C004,4,1,1520272,316
RCL183-C004,5,1,1515036,252
RCL183-C004,5,1,0126045,5
RCL184-C001,1,1,2392343,8
RCL184-C001,1,1,2392311,13
RCL184-C001,1,1,2392309,5
RCL184-C001,1,1,2392333,12
RCL183-C002,3,1,0524117,58
RCL184-C001,2,1,2392340,4
RCL184-C001,2,1,2392328,7
RCL184-C001,2,1,2392334,2
RCL184-C001,2,1,2380003,17
RCL184-C001,2,1,2392335,3
RCL184-C001,2,1,9203006,2
RCL184-C001,3,1,2352021,8
RCL184-C001,3,1,2392307,25
RCL184-C001,3,1,2392320,15
RCL183-C002,4,1,0540048,13
RCL184-C001,3,1,2392399,6
RCL184-C001,3,1,2352013,2
RCL184-C001,3,1,2392319,6
RCL184-C001,3,1,2352017,8
RCL184-C001,4,1,2392378,1
RCL183-C002,5,1,0114015,15
RCL184-C001,4,1,9201319,7
RCL184-C001,4,1,2392305,14
RCL185-C001,1,1,2380004,31
RCL185-C001,1,1,2352026,14
