rcl_codigo,rcl_nivel,rcl_subnivel,articulo,cantidad
RCL139-C001,3,1,5140044,4
RCL139-C001,4,1,5240042,19
RCL139-C001,4,1,5140045,16
RCL139-C001,4,1,5140005,106
RCL139-C001,5,1,5180017,926
RCL139-C002,1,1,5140027,130
RCL139-C002,1,1,2385721,190
RCL139-C002,1,1,5140050,58
RCL139-C002,1,1,5140002,6
RCL139-C002,2,1,5240015,4
RCL139-C002,2,1,5230109,33
RCL139-C002,2,1,5170013,310
RCL139-C002,3,1,5230105,146
RCL139-C002,3,1,5180036,86
RCL139-C002,4,1,2385710,763
RCL139-C002,5,1,5180010,354
RCL139-C003,1,1,5180040,25
RCL139-C003,1,1,5230107,135
RCL139-C003,1,1,5180029,54
RCL139-C003,2,1,5140316,20
RCL139-C003,2,1,5170014,295
RCL139-C003,2,1,5140048,47
RCL139-C003,3,1,5230108,28
RCL139-C003,3,1,5090104,101
RCL139-C003,3,1,5090099,33
RCL139-C003,3,1,5180044,50
RCL139-C003,4,1,2385700,721
RCL139-C003,4,1,5170015,587
RCL139-C003,5,1,5230104,223
RCL139-C004,1,1,5240023,23
RCL139-C004,1,1,5180009,26
RCL139-C004,2,1,5230106,264
RCL139-C004,5,1,5180002,359
RCL140-C001,1,1,5140043,25
RCL140-C001,2,1,2140002,67
RCL140-C002,1,1,2385715,493
RCL140-C002,1,1,5240035,51
RCL140-C002,2,1,5140016,111
RCL140-C002,4,1,5240033,62
RCL140-C003,1,1,5240031,666
RCL140-C003,2,1,5090109,296
RCL140-C004,1,1,5140015,344
RCL141-C001,1,1,5140047,17
RCL141-C001,1,1,5140032,6
RCL141-C001,1,1,5140033,15
RCL141-C001,1,1,5090100,52
RCL141-C001,2,1,5120195,2
RCL141-C001,2,1,5120811,3
RCL141-C001,2,1,5120817,3
RCL141-C001,2,1,5180016,16
RCL141-C001,2,1,5170010,130
RCL141-C001,3,1,5170016,106
RCL141-C001,3,1,5140031,74
RCL141-C001,3,1,5120804,3
RCL141-C001,4,1,5180012,52
RCL141-C001,4,1,5180035,199
RCL141-C001,5,1,5140006,110
RCL141-C002,1,1,5240036,104
RCL141-C002,1,1,5240030,60
RCL141-C002,2,1,5140042,82
RCL141-C002,3,1,5090102,71
RCL141-C002,3,1,5140039,137
RCL141-C002,4,1,5240029,98
RCL141-C002,4,1,5170024,5
RCL141-C002,5,1,5140019,368
RCL141-C003,1,1,5140049,36
RCL141-C003,1,1,5170022,74
RCL141-C003,2,1,5170020,107
RCL141-C003,2,1,0220002,35
RCL141-C003,3,1,5240025,226
RCL141-C003,3,1,5120814,8
RCL141-C003,4,1,5170018,132
RCL141-C003,4,1,5170021,4
RCL141-C003,5,1,5120125,1
RCL141-C003,5,1,5240022,36
RCL141-C004,2,1,5140001,262
RCL141-C004,3,1,5180050,49
RCL141-C004,4,1,9041203,62
RCL141-C004,4,1,5180005,34
RCL141-C004,5,1,5140315,313
RCL142-C001,1,1,7501071,119
RCL142-C001,2,1,5240024,54
RCL142-C001,3,1,5140007,3
RCL143-C001,2,1,92110228,1313
RCL143-C001,3,1,7090062,21
RCL143-C001,3,1,7506255,169
RCL143-C001,3,1,7507268,140
RCL144-C001,1,1,7506428,134
RCL144-C001,2,1,7502418,772
RCL144-C001,3,1,7506251,240
RCL144-C001,5,1,7040306,350
RCL145-C001,1,1,ECAM001,4
RCL145-C001,2,1,7041536,77
RCL145-C001,2,1,13049,5
RCL145-C001,3,1,7040300,12
RCL145-C001,3,1,7040313,23
RCL145-C001,4,1,7041505,112
RCL145-C001,4,1,7040307,112
RCL145-C001,5,1,7040007,180
RCL146-C001,1,1,5240043,4
RCL146-C001,1,1,5140028,34
RCL146-C001,1,1,5180023,63
RCL146-C001,1,1,5240026,51
RCL146-C001,1,1,5140020,11
RCL146-C001,3,1,5140009,177
RCL146-C001,4,1,5120110,2
RCL146-C001,4,1,5120828,1
RCL146-C001,4,1,5120825,8
RCL146-C001,5,1,5180020,376
RCL146-C002,1,1,9041200,26
RCL146-C002,1,1,9041201,42
RCL146-C002,1,1,5180015,163
RCL146-C002,2,1,5180062,31
RCL146-C002,3,1,5120170,6
RCL141-C002,2,1,5180013,68
RCL146-C002,3,1,5035001,10
RCL146-C002,3,1,5140046,18
RCL146-C002,4,1,5240034,212
RCL146-C002,5,1,5140008,82
RCL146-C003,1,1,5240021,4
RCL146-C003,1,1,5090098,72
RCL146-C003,1,1,5240044,27
RCL146-C003,1,1,5240027,18
RCL146-C003,3,1,5035002,10
RCL146-C003,4,1,5180060,29
RCL146-C004,1,1,5203111,17
RCL146-C004,1,1,5170017,108
RCL146-C004,2,1,5140010,69
RCL146-C004,4,1,5090103,151
RCL147-C001,1,1,7062413,120
RCL147-C001,1,1,7025209,141
RCL147-C001,1,1,7110204,49
RCL147-C001,2,1,7506432,134
RCL147-C001,2,1,7506102,117
RCL147-C001,2,1,7090012,25
RCL147-C001,3,1,7506404,715
RCL147-C001,3,1,7507200,16
RCL147-C001,4,1,7506156,54
RCL147-C001,4,1,7506210,242
RCL147-C001,4,1,7171325,128
RCL147-C001,4,1,7550754,8
RCL147-C002,1,1,7506458,320
RCL147-C002,2,1,7171346,11
RCL147-C002,2,1,7506017,24
RCL147-C002,2,1,7506276,10
RCL147-C002,3,1,7506280,37
RCL147-C002,3,1,7506250,292
RCL147-C002,3,1,7502488,660
RCL147-C002,4,1,7090009,163
RCL147-C002,4,1,7090010,48
RCL147-C004,4,1,7041068,8
RCL148-C001,2,1,7506267,89
RCL148-C001,3,1,7506790,2
RCL148-C001,3,1,7506405,206
RCL148-C001,4,1,7040807,417
RCL148-C001,4,1,7506400,347
RCL148-C001,5,1,7502408,514
RCL148-C001,5,1,7506372,52
RCL148-C002,1,1,7062403,321
RCL148-C002,1,1,7506457,503
RCL148-C002,2,1,7090004,50
RCL148-C002,2,1,7506257,530
RCL148-C002,3,1,7506223,693
RCL148-C002,5,1,7507053,496
RCL148-C002,5,1,7550810,44
RCL148-C003,1,1,7507056,109
RCL148-C003,1,1,7506268,43
RCL148-C003,1,1,7550846,20
RCL148-C003,1,1,7507214,34
RCL148-C003,1,1,7502460,99
RCL148-C003,2,1,7506116,19
RCL145-C001,2,1,7040302,22
RCL145-C001,4,1,7041539,5
RCL146-C004,5,1,5180028,163
RCL147-C002,4,1,7506238,175
RCL147-C003,1,1,7506492,1
RCL147-C003,1,1,7062416,123
RCL147-C003,1,1,7500389,51
RCL147-C003,1,1,7550798,37
RCL147-C003,2,1,7090015,124
RCL147-C003,3,1,7502462,164
RCL147-C003,3,1,7502458,384
RCL147-C003,4,1,7500388,432
RCL147-C003,4,1,7506218,240
RCL147-C003,4,1,7506215,367
RCL147-C003,5,1,7110209,397
RCL147-C004,1,1,5140003,10
RCL147-C004,1,1,7506389,397
RCL147-C004,1,1,7502442,135
RCL147-C004,2,1,7506770,20
RCL147-C004,2,1,7506972,28
RCL147-C004,2,1,7506932,8
RCL147-C004,2,1,7506103,4
RCL147-C004,2,1,7506234,2
RCL147-C004,2,1,7041070,28
RCL147-C004,2,1,7502452,20
RCL147-C004,2,1,2395404,45
RCL147-C004,3,1,7507247,1
RCL147-C004,3,1,7507240,16
RCL147-C004,3,1,7506768,22
RCL147-C004,3,1,7025204,1578
RCL147-C004,4,1,7090040,55
RCL148-C001,1,1,7506422,35
RCL148-C001,1,1,7507212,58
RCL148-C001,1,1,7506222,65
RCL148-C001,1,1,7090048,31
RCL148-C001,1,1,7171314,276
RCL148-C001,1,1,7506228,219
RCL148-C001,2,1,2395406,6
RCL148-C001,2,1,7506178,65
RCL148-C001,2,1,7502406,83
RCL148-C001,3,1,7090028,145
RCL147-C002,2,1,7550814,6
RCL148-C003,3,1,7507049,117
RCL148-C003,3,1,7506624,301
RCL148-C003,3,1,7550844,57
RCL148-C003,4,1,7507028,36
RCL148-C003,4,1,7500121,2
RCL148-C003,4,1,7506604,4
RCL148-C003,4,1,7507052,1
RCL147-C004,4,1,7507210,13
RCL148-C003,4,1,7506828,11
RCL148-C003,4,1,7507058,25
RCL148-C003,4,1,7506306,26
RCL148-C003,4,1,7506860,18
RCL148-C003,4,1,7506135,316
RCL148-C003,5,1,7506414,274
RCL148-C003,5,1,7062421,14
RCL148-C004,1,1,7506784,2
RCL148-C004,1,1,7550800,17
RCL148-C004,1,1,7506064,20
RCL148-C004,1,1,7506848,12
RCL148-C004,2,1,7506916,5
RCL148-C004,2,1,7506094,7
RCL148-C004,2,1,7506560,32
RCL148-C004,2,1,7500911,1
RCL148-C004,2,1,7507222,2
RCL148-C003,1,1,7550758,10
RCL148-C004,2,1,7171308,83
RCL148-C004,2,1,7506662,10
RCL148-C004,3,1,7506934,2
RCL148-C004,3,1,7506890,1
RCL148-C004,3,1,7506438,12
RCL148-C004,3,1,7506406,36
RCL148-C004,4,1,7506616,5
RCL148-C004,4,1,7506514,69
RCL148-C004,4,1,7506293,13
RCL148-C004,4,1,7506424,60
RCL148-C004,4,1,7550836,17
RCL148-C004,5,1,7506136,782
RCL149-C001,1,1,7506920,15
RCL149-C001,1,1,7550780,28
RCL148-C003,4,1,7506864,3
RCL149-C001,1,1,7506978,136
RCL149-C001,1,1,7506373,15
RCL149-C001,1,1,7110200,39
RCL149-C001,2,1,7506378,86
RCL148-C003,4,1,7506277,10
RCL149-C001,2,1,7506402,133
RCL149-C001,2,1,7506469,91
RCL149-C001,2,1,2395403,131
RCL149-C001,2,1,7502448,521
RCL149-C001,2,1,7506130,44
RCL149-C001,3,1,7506436,174
RCL149-C001,3,1,7502426,409
RCL149-C001,3,1,7025208,143
RCL149-C001,4,1,7506901,2
RCL149-C001,4,1,7090034,98
RCL149-C001,4,1,7506634,2
RCL149-C001,4,1,7062420,214
RCL149-C001,4,1,7506109,23
RCL149-C001,5,1,7502434,85
RCL149-C001,5,1,7506214,5
RCL149-C001,5,1,7090007,11
RCL149-C001,5,1,7506090,17
RCL149-C002,1,1,7506098,85
RCL149-C002,1,1,7502444,16
RCL148-C004,4,1,7506272,34
RCL149-C002,1,1,7062404,131
RCL149-C002,1,1,7506423,182
RCL149-C002,2,1,7506058,911
RCL149-C002,2,1,7550720,10
RCL149-C002,3,1,7090036,83
RCL149-C002,3,1,7506226,75
RCL149-C002,3,1,7506246,429
RCL149-C002,3,1,7506126,114
RCL149-C002,4,1,7506377,115
RCL149-C002,4,1,7062415,330
RCL149-C002,4,1,7506846,4
RCL149-C002,5,1,7054001,1
RCL149-C002,5,1,7506396,51
RCL149-C003,1,1,7025205,41
RCL149-C003,1,1,7062414,244
RCL149-C003,2,1,7090050,14
RCL149-C003,2,1,7090047,17
RCL149-C003,3,1,7507216,7
RCL149-C003,3,1,7506376,570
RCL149-C003,3,1,7550808,45
RCL149-C003,5,1,7500065,179
RCL149-C004,1,1,7506566,15
RCL149-C004,1,1,7507273,18
RCL149-C001,4,1,7507106,10
RCL149-C004,1,1,7171340,25
RCL149-C004,1,1,7550784,38
RCL149-C004,2,1,7502023,98
RCL149-C004,2,1,7506027,8
RCL149-C004,2,1,7506026,20
RCL149-C004,2,1,7506048,40
RCL149-C004,3,1,7507264,33
RCL149-C004,3,1,7502904,10
RCL149-C004,3,1,7506568,3
RCL149-C004,3,1,7506081,103
RCL149-C004,3,1,7506562,24
RCL149-C004,3,1,7506834,13
RCL149-C004,3,1,7506132,60
RCL149-C004,4,1,7506013,16
RCL149-C004,4,1,7550820,5
RCL149-C004,4,1,7506854,13
RCL149-C004,4,1,7550804,8
RCL150-C001,1,1,0009092,4
RCL150-C001,1,1,160701417101,9
RCL150-C001,1,1,501533,3
RCL150-C001,1,1,VH901800AV,11
RCL150-C001,1,1,7550066,2
RCL150-C001,1,1,VH901700AV,81
RCL150-C001,2,1,7090013,257
RCL150-C001,5,1,7506176,341
RCL151-C001,2,1,2235108,36
RCL151-C001,2,1,2235105,29
RCL151-C001,2,1,2235110,14
RCL151-C001,2,1,2235104,55
RCL151-C001,2,1,2235008,6
RCL151-C001,3,1,2235007,6
RCL151-C001,3,1,2235003,24
RCL151-C001,3,1,2235006,3
RCL151-C001,4,1,2205016,80
RCL151-C001,4,1,2235005,24
RCL152-C001,1,1,7506123,117
RCL152-C001,1,1,7041105,11
RCL152-C001,1,1,7506386,78
RCL152-C001,2,1,2395401,60
RCL149-C004,3,1,7506108,10
RCL152-C001,2,1,7090030,196
RCL152-C001,3,1,7090026,189
RCL152-C001,3,1,7090038,71
RCL152-C001,3,1,7506196,204
RCL152-C001,3,1,7502404,255
RCL152-C001,4,1,7506384,260
RCL152-C001,4,1,7506394,110
RCL152-C001,4,1,7502440,140
RCL152-C001,4,1,7171326,208
RCL152-C001,5,1,7502482,12
RCL152-C002,1,1,7090049,12
RCL152-C002,1,1,7502478,20
RCL150-C001,1,1,3525212,70
RCL152-C002,1,1,7506040,20
RCL152-C002,2,1,7110205,83
RCL152-C002,2,1,7550732,335
RCL152-C002,3,1,7507230,12
RCL151-C001,1,1,5007001,12
RCL152-C002,3,1,7502468,272
RCL152-C002,3,1,7550750,6
RCL152-C002,3,1,7506844,7
RCL152-C002,4,1,7090045,9
RCL152-C002,4,1,7506208,37
RCL152-C002,4,1,7506390,82
RCL151-C001,3,1,2235002,21
RCL152-C002,5,1,7506431,53
RCL152-C002,5,1,4050003,8
RCL152-C002,5,1,7500390,43
RCL152-C003,1,1,7110206,117
RCL151-C001,4,1,2233006,13
RCL151-C001,4,1,2205012,73
RCL152-C003,1,1,7506258,14
RCL152-C003,1,1,4050002,34
RCL152-C003,2,1,7506738,14
RCL152-C003,2,1,7506104,1
RCL152-C003,2,1,7062402,5513
RCL152-C003,2,1,7506030,70
RCL152-C003,3,1,9041820,44
RCL152-C003,3,1,7506393,265
RCL152-C003,3,1,7506080,230
RCL152-C003,4,1,7506247,341
RCL152-C003,4,1,7502481,277
RCL152-C003,4,1,7506224,486
RCL152-C003,5,1,7601214,211
RCL152-C004,1,1,7506316,68
RCL152-C004,1,1,7506225,72
RCL152-C004,2,1,7506512,16
RCL152-C004,2,1,7506219,198
RCL152-C004,2,1,7506878,119
RCL152-C004,2,1,7506894,74
RCL152-C004,2,1,7502464,23
RCL152-C004,2,1,7090046,8
RCL152-C004,3,1,7506071,19
RCL152-C004,3,1,7506138,40
RCL152-C004,3,1,7506073,13
RCL152-C004,3,1,7507048,36
RCL152-C004,3,1,7506652,1
RCL152-C004,3,1,7506832,18
RCL152-C004,3,1,9041822,10
RCL152-C004,4,1,7507267,33
RCL153-C001,1,1,7550752,5
RCL153-C001,1,1,7506032,36
RCL153-C001,1,1,7502470,73
RCL153-C001,1,1,7062405,83
RCL153-C001,1,1,7090011,10
RCL153-C001,2,1,7506702,9
RCL153-C001,2,1,7506482,25
RCL153-C001,2,1,7507236,1
RCL153-C001,2,1,7506292,285
RCL153-C001,2,1,7506125,9
RCL153-C001,2,1,9041808,103
RCL153-C001,2,1,7506024,11
RCL153-C001,3,1,7550762,2
RCL153-C001,3,1,7506170,291
RCL153-C002,1,1,7507265,2
RCL153-C002,1,1,7506642,77
RCL153-C002,2,1,7507042,31
RCL153-C002,2,1,7506818,5
RCL152-C004,1,1,7506062,26
RCL153-C002,2,1,7506644,2
RCL153-C002,2,1,7507047,11
RCL153-C002,2,1,7506212,31
RCL153-C002,2,1,7506034,129
RCL153-C002,3,1,7506106,19
RCL153-C002,3,1,7506134,67
RCL153-C002,4,1,2330300,23
RCL153-C002,4,1,7062400,8380
RCL153-C002,4,1,7062401,2000
RCL153-C002,5,1,7090042,21
RCL153-C002,5,1,7601212,237
RCL153-C003,1,1,7171350,11
RCL153-C003,1,1,7506742,37
RCL152-C004,4,1,7507208,32
RCL153-C003,1,1,7507031,11
RCL153-C003,1,1,7506148,219
RCL153-C003,2,1,7506449,127
RCL153-C003,3,1,7506426,142
RCL153-C003,3,1,7110208,65
RCL153-C003,3,1,4050005,31
RCL153-C003,4,1,7062412,33
RCL153-C003,4,1,7506253,228
RCL153-C003,4,1,7090039,36
RCL153-C003,5,1,7506434,103
RCL153-C003,5,1,7506186,123
RCL153-C003,5,1,7506401,115
RCL153-C004,1,1,7506938,6
RCL153-C004,1,1,7506766,2
RCL153-C004,1,1,7500387,17
RCL153-C004,2,1,7506484,1
RCL153-C004,2,1,7506050,17
RCL153-C004,2,1,7507059,117
RCL153-C004,2,1,9041818,17
RCL153-C004,2,1,7506840,24
RCL153-C004,3,1,7506880,1
RCL153-C004,3,1,7506582,4
RCL153-C004,3,1,7506926,18
RCL153-C004,3,1,7506069,97
RCL153-C004,3,1,7507202,6
RCL153-C004,3,1,7506746,24
RCL153-C004,3,1,7506152,86
RCL153-C004,4,1,7171348,12
RCL153-C004,4,1,7506974,10
RCL153-C004,4,1,7506816,2
RCL153-C004,4,1,7506976,12
RCL153-C004,4,1,7506838,10
RCL153-C004,4,1,7506712,14
RCL153-C004,5,1,7506172,185
RCL154-C002,5,1,7506429,46
RCL154-C002,5,1,7506437,57
RCL155-C001,1,1,7090032,38
RCL155-C001,1,1,7601216,59
RCL155-C001,1,1,7506056,58
RCL155-C001,1,1,7550812,10
RCL155-C001,2,1,7506256,354
RCL155-C001,2,1,7502466,70
RCL155-C001,3,1,7062417,822
RCL155-C001,4,1,7506010,24
RCL155-C001,4,1,7054002,28
RCL155-C001,4,1,7110201,8
RCL155-C001,4,1,7502416,24
RCL155-C001,4,1,7506991,15
RCL155-C001,4,1,7506114,47
RCL155-C001,4,1,7506420,145
RCL155-C001,5,1,7506248,552
RCL155-C002,1,1,2395402,276
RCL155-C002,1,1,7506407,61
RCL155-C002,1,1,7506242,102
RCL155-C002,1,1,7506122,38
RCL155-C002,1,1,7502428,192
RCL155-C002,2,1,7502432,28
RCL155-C002,2,1,7506220,381
RCL155-C002,2,1,7506264,87
RCL155-C002,2,1,7506202,576
RCL155-C002,2,1,7506385,103
RCL155-C002,3,1,7506200,645
RCL155-C002,3,1,7502420,272
RCL155-C002,3,1,7506128,82
RCL155-C002,3,1,7090070,9
RCL155-C002,4,1,7506294,9
RCL155-C002,4,1,7090016,61
RCL155-C002,4,1,7550835,8
RCL155-C001,1,1,7507050,16
RCL155-C002,4,1,7506206,397
RCL155-C002,5,1,7502438,321
RCL155-C001,1,1,7506714,14
RCL155-C002,5,1,7550806,6
RCL155-C002,5,1,7090024,148
RCL155-C003,1,1,7171352,7
RCL155-C003,1,1,7550842,12
RCL155-C003,1,1,7506078,10
RCL155-C003,2,1,7506970,19
RCL155-C003,2,1,7506154,52
RCL155-C003,2,1,7506066,22
RCL155-C003,2,1,7507206,5
RCL155-C003,2,1,7506270,51
RCL155-C003,2,1,7506160,217
RCL155-C003,2,1,7550786,38
RCL155-C003,3,1,7507030,1
RCL155-C003,3,1,7507054,52
RCL155-C003,3,1,7506072,398
RCL155-C003,4,1,7507055,2
RCL155-C003,4,1,7171304,44
RCL155-C003,4,1,7502414,8
RCL155-C003,4,1,7062407,97
RCL155-C003,4,1,7506140,18
RCL155-C003,4,1,7502451,115
RCL155-C003,4,1,7502424,1100
RCL155-C003,5,1,7550782,121
RCL155-C003,5,1,7506082,370
RCL155-C004,1,1,7550802,49
RCL155-C004,1,1,7550788,51
RCL156-C001,1,1,7054510,1
RCL156-C001,1,1,7090625,12
RCL156-C001,2,1,7054008,32
RCL156-C001,3,1,7090637,44
RCL156-C001,4,1,7054041,15
RCL156-C001,5,1,7054068,19
RCL157-C001,1,1,0004628,10
RCL157-C001,1,1,7054064,102
RCL157-C001,4,1,7054020,175
RCL157-C001,5,1,7054040,297
RCL158-C001,1,1,7054069,3
RCL158-C001,2,1,7054025,61
RCL158-C001,3,1,7054066,9
RCL158-C001,4,1,7090620,137
RCL158-C001,5,1,7090639,56
RCL159-C001,2,1,1628821,413
RCL159-C001,2,1,2352065,2
RCL159-C001,3,1,2352319,61
RCL159-C001,4,1,2385092,25
RCL159-C001,4,1,1574675,295
RCL159-C001,4,1,2352002,57
RCL159-C001,5,1,7702045342031,303
RCL159-C002,1,1,3352174,223
RCL159-C002,2,1,2385093,52
RCL159-C002,3,1,879154,127
RCL159-C002,5,1,2385002,127
RCL159-C003,1,1,878628,230
RCL159-C003,2,1,961942,7
RCL159-C003,2,1,7001800,23
RCL159-C003,3,1,297692,243
RCL159-C003,3,1,492818,68
RCL159-C003,4,1,5700306,4
RCL159-C003,4,1,5700307,84
RCL159-C003,5,1,297686,110
RCL159-C004,1,1,2385007,437
RCL159-C004,2,1,879165,231
RCL159-C004,3,1,7702045342062,336
RCL159-C004,4,1,961927,489
RCL160-C001,1,1,1109001,58
RCL160-C001,1,1,2352136,86
RCL160-C001,2,1,2385006,33
RCL160-C001,3,1,7445005603758,10
RCL160-C001,3,1,961918,28
RCL160-C001,3,1,961917,8
RCL160-C001,3,1,961912,30
RCL160-C001,5,1,9619500,287
RCL160-C002,1,1,666026,96
RCL160-C002,1,1,1262062,79
RCL160-C002,2,1,2330235,171
RCL160-C002,2,1,502071,72
RCL160-C002,3,1,665598,329
RCL160-C002,3,1,2352001,125
RCL160-C002,4,1,665597,520
RCL160-C002,4,1,7445005603765,38
RCL160-C002,5,1,664558,44
RCL160-C003,1,1,666054,66
RCL160-C003,1,1,2352302,37
RCL160-C003,2,1,7501199467122,118
RCL160-C003,2,1,878633,131
RCL160-C003,3,1,666028,44
RCL160-C003,3,1,1628820,649
RCL160-C003,4,1,1629145,301
RCL160-C003,4,1,961922,180
RCL160-C003,4,1,1109002,33
RCL160-C003,5,1,4005531,48
RCL160-C004,1,1,3256510,36
RCL160-C004,1,1,2385009,56
RCL160-C004,2,1,2352301,332
RCL160-C004,3,1,2352300,114
RCL160-C004,4,1,2385001,361
RCL160-C004,5,1,2385008,4
RCL161-C001,1,1,3256821,44
RCL161-C001,1,1,038070017,96
RCL161-C001,2,1,2330408,210
RCL161-C001,2,1,033010037,23
RCL161-C001,3,1,2321910,39
RCL161-C001,3,1,032440021,8
RCL161-C001,3,1,033010024,14
RCL161-C001,4,1,8706304,103
RCL161-C001,4,1,032440024,50
RCL161-C001,5,1,2330410,495
RCL161-C002,1,1,2320407,42
RCL161-C002,2,1,032440019,36
RCL161-C002,3,1,033010027,7
RCL161-C002,3,1,032440018,50
RCL161-C002,3,1,2385125,88
RCL161-C002,4,1,038070012,352
RCL161-C002,5,1,032440015,77
RCL161-C003,1,1,038070016,34
RCL161-C003,2,1,2320133,107
RCL161-C003,2,1,033010023,22
RCL161-C003,3,1,032440016,37
RCL161-C003,4,1,2385111,23
RCL161-C004,1,1,032440028,45
RCL161-C004,2,1,6020002,243
RCL161-C004,3,1,6010027,19
RCL161-C004,4,1,6020003,30
RCL161-C004,4,1,6032004,11
RCL162-C001,1,1,2320406,52
RCL162-C001,2,1,033010038,124
RCL162-C001,2,1,2320129,131
RCL162-C001,3,1,031260044,339
RCL162-C001,3,1,2385106,72
RCL162-C001,4,1,023450004,268
RCL162-C001,4,1,023450003,117
RCL162-C001,4,1,023450007,132
RCL162-C001,4,1,023450005,102
RCL162-C001,4,1,023450006,115
RCL162-C001,5,1,2320410,49
RCL162-C001,5,1,3256824,15
RCL162-C002,1,1,3270350,99
RCL162-C002,2,1,032440017,30
RCL162-C002,2,1,032440022,22
RCL162-C002,2,1,2320404,24
RCL162-C002,3,1,2385120,145
RCL161-C001,3,1,2320027,2
RCL162-C002,3,1,0324400250,7
RCL162-C002,4,1,031480018,343
RCL161-C001,5,1,2330414,436
RCL162-C003,1,1,2320413,96
RCL162-C003,1,1,038070019,167
RCL161-C002,2,1,2320416,122
RCL162-C003,1,1,3270354,7
RCL162-C003,1,1,3270352,165
RCL162-C003,2,1,2320412,44
RCL162-C003,2,1,038070018,293
RCL162-C003,2,1,032440020,2
RCL162-C003,2,1,2320402,36
RCL162-C003,3,1,033010029,18
RCL162-C003,3,1,2385119,376
RCL162-C003,4,1,033010018,5
RCL162-C003,4,1,033010026,4
RCL162-C003,4,1,032440027,11
RCL162-C004,1,1,3256520,28
RCL162-C004,2,1,2385091,24
RCL162-C004,2,1,2320414,75
RCL162-C004,2,1,033010030,29
RCL162-C004,3,1,031480013,228
RCL162-C004,4,1,031260039,252
RCL163-C001,2,1,6150017,59
RCL163-C001,2,1,4530148,208
RCL163-C001,3,1,0009518,60
RCL163-C001,3,1,GA016703AV,59
RCL163-C001,4,1,7001997,3
RCL163-C001,5,1,7054045,63
RCL164-C001,1,1,8671021,7
RCL164-C001,1,1,610059801,10
RCL164-C001,1,1,6150013,15
RCL164-C001,2,1,4535017,17
RCL164-C001,2,1,0460954,5
RCL164-C001,2,1,4530146,237
RCL164-C001,2,1,0460923,18
RCL162-C002,1,1,2320135,42
RCL164-C001,3,1,6150016,30
RCL164-C001,4,1,4535016,59
RCL165-C001,1,1,4530638,7
RCL165-C001,1,1,0004627,10
RCL165-C001,1,1,VH901100AV,27
RCL165-C001,2,1,0460953,173
RCL165-C001,2,1,0460031,6
RCL165-C001,2,1,6150000,94
RCL165-C001,3,1,4535010,155
RCL165-C001,3,1,4535316,58
RCL165-C001,4,1,0570005,24
RCL165-C001,4,1,6150012,58
RCL165-C001,4,1,45357933,30
RCL165-C001,5,1,4530158,274
RCL166-C001,1,1,4530155,13
RCL166-C001,1,1,6150018,21
RCL166-C001,2,1,6100123,37
RCL166-C001,2,1,4535411,16
RCL166-C001,2,1,4530156,112
RCL166-C001,2,1,6150011,35
RCL166-C001,2,1,0570011,147
RCL166-C001,3,1,4535009,72
RCL166-C001,3,1,4530160,64
RCL166-C001,3,1,6100759,23
RCL166-C001,4,1,6150032,4
RCL166-C001,4,1,4530147,119
RCL166-C001,5,1,6150049,22
RCL166-C001,5,1,0570002,25
RCL163-C001,3,1,6150020,8
RCL167-C001,1,1,2330424,201
RCL163-C001,4,1,0570008,12
RCL167-C001,1,1,2320124,46
RCL167-C001,1,1,2320202,144
RCL167-C001,2,1,031260038,155
RCL167-C001,3,1,031480012,402
RCL167-C001,4,1,031260040,99
RCL167-C001,5,1,031260042,110
RCL167-C002,1,1,2321026,134
RCL167-C002,2,1,031260007,47
RCL167-C002,2,1,38070030,107
RCL167-C002,3,1,2330176,28
RCL167-C002,4,1,035940006,23
RCL164-C001,4,1,0570017,1
RCL167-C002,4,1,038070013,1
RCL167-C002,5,1,2330426,826
RCL167-C003,1,1,2320405,119
RCL167-C003,1,1,2330436,25
RCL167-C003,1,1,2330441,8
RCL167-C003,2,1,2352054,4
RCL167-C003,3,1,2330165,66
RCL167-C003,3,1,031260022,42
RCL167-C003,4,1,2330412,227
RCL167-C003,4,1,3300307,88
RCL167-C003,4,1,2330404,5
RCL167-C003,5,1,2330183,209
RCL167-C004,1,1,2330104,49
RCL167-C004,1,1,2320408,39
RCL167-C004,2,1,2330406,56
RCL167-C004,2,1,2321900,10
RCL167-C004,2,1,2330438,26
RCL167-C004,2,1,2330437,88
RCL167-C004,3,1,2321905,19
RCL167-C004,3,1,2330446,207
RCL166-C001,1,1,6150007,11
RCL167-C004,4,1,3300209,100
RCL167-C004,4,1,023450001,42
RCL167-C004,5,1,8707102,60
RCL167-C004,5,1,031480006,4
RCL167-C004,5,1,2330190,31
RCL168-C001,1,1,38070033,510
RCL168-C001,2,1,023450002,236
RCL168-C001,2,1,031260041,399
RCL168-C002,1,1,031260024,38
RCL168-C002,2,1,38070031,282
RCL168-C002,3,1,031260043,184
RCL168-C002,3,1,031260021,16
RCL168-C002,5,1,2352059,108
RCL168-C003,1,1,7062110,33
RCL168-C003,1,1,3300215,32
RCL168-C003,1,1,2330178,85
RCL168-C003,3,1,38070032,10
RCL168-C003,3,1,038070014,548
RCL168-C003,5,1,2320122,387
RCL168-C003,5,1,2320415,272
RCL168-C003,5,1,8707100,73
RCL168-C004,1,1,3300306,77
RCL167-C002,1,1,8707104,85
RCL168-C004,1,1,038070003,16
RCL168-C004,1,1,023690005,28
